ID,Plot,Phase,3.3.2020,3.9.2020,3.9.2020,3.18.2020,3.25.2020,3.31.2020,4.7.2020,4.9.2020,4.17.2020,4.20.2020,4.23.2020,4.28.2020,5.1.2020,5.7.2020,5.12.2020,5.14.2020,5.22.2020,5.27.2020,6.2.2020,6.5.2020,6.12.2020,6.15.2020,6.23.2020,6.25.2020,7.3.2020,7.6.2020,7.16.2020,7.24.2020,8.1.2020,8.7.2020,8.16.2020,8.28.2020,9.4.2020,9.11.2020,9.19.2020,9.24.2020,10.1.2020,10.8.2020,10.19.2020,10.27.2020,11.6.2020,11.16.2020
SPITOM_WM_5A,4,Leaves,,,,,,,,,,12,15,17,18,19,19,,,,,,,,,,,,,,,,,,79,,97,97,98,98,98,98,98,99
SPITOM_WM_5A,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,60,62,67,74,76,76,77,77,,,,,,NA,,,,
SPIALB_WM_2A,4,Leaves,,,,,9,9,12,15,17,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,,92,93,94,95,99
SPIALB_WM_2A,4,Flowers,,,,,,,,,,,,,,,,,,,52,,,,64,65,68/72,68/74,68/75,75,76,76/68,76,76,77,78,78,78,"79, 92",79,,,,
MYRGAL_SH_1A,4,Leaves,,,,,,,,,9,10,14,15,17,19,19,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99
MYRGAL_SH_1A,4,Flowers,,,,65-m,68-m,68-m,68-m,68-m,68-m,69-m,,,,,71,71,,,,,,,,,,,,,,,96,98,99,,,,,102,102,,,
AROMEL_WM_2,4,Leaves,,,,7,9,10,11,12,14,16,16,17,19,,19,,,,,,,,,,,,,,,,,,,,,,,"102,94",98,99,99,99
AROMEL_WM_2,4,Flowers,,,,,,,,,52,56,57,58,59,62,63,63,68,68,72,72,73,73,73,74,74,75,74,74,74,79,102/92,92,,92/101,101/92,102/92,93,NA,,,,
AROMEL_WM_7,4,Leaves,,,,,10,11,15,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
AROMEL_WM_7,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
SPIALB_SH_9A,4,Leaves,,,,,,9,10,11,11,15,15,16,17,19,19,,,,,,,,,,,,75/68,75,76,76,76,76,78,79,,,,91,93,94,95,98
SPIALB_SH_9A,4,Flowers,,,,,,,,,,,,,,,,,,,58,,62,64,65,67,68/72,68/74,,,,,,,,,,,,79,,,,
SPITOM_WM_5B,4,Leaves,,,,,,,,,,9,10,15,16,18,19,,,,,,,,,,,,,,,,,,,,,,,91,92,95,97,99
SPITOM_WM_5B,4,Flowers,,,,,,,,,65-m,68-m,69-m,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,
MYRGAL_SH_2A,4,Leaves,,,,,,,,,,,10,12,14,17,19,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99
MYRGAL_SH_2A,4,Flowers,,,,62-m,65-m,65-m,65-m,65-m,65-m,68-m,69-m,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102,,,
MYRGAL_GR_8A,4,Leaves,,,,,,,,,,9,10,11,13,17,17,18,19,,,,,,,,,,,,,,,,,,,,,"102,98",98,98,98,99
MYRGAL_GR_8A,4,Flowers,,,,,62-m,63-m,63-m,64-m,64-m,67-m,68-m,68-m,69-m,,,,,,,,,,,,,,,,,,,,,,,,,102m,102m,,,
SPIALB_HF_1,4,Leaves,,,,,9,10,15,16,19,,,,,,19,,,,,,,,,,,,68/76,76,76,76/68,77,77,77,79,,,92,"101,91",92,93,94,97
SPIALB_HF_1,4,Flowers,,,,,,,,,,,,,,,,,,,54,,,,67,68,68/72,68/74,,,,,,,,78,79,,93,79,79,,,
SPIALB_WM_2B,4,Leaves,,,,,9,9,12,15,17,18,18,19,,,19,,,,,,,,,,,,,,,,,,,,,,,92,93,95,96,99
SPIALB_WM_2B,4,Flowers,,,,,,,,,,,,,,,,,,,54,,,,64,67,68/74,68/76,,,,,76,76,76,77,,,92,79,79,,,
SPITOM_SH_99,4,Leaves,,,,,,,9,11,14,16,16,18,18,18,18,19,,,,,,,,,,,,,,,,,,,79,,,96,97,97,98,98
SPITOM_SH_99,4,Flowers,,,,,,,,,,,,,,,,,,,54,,,,,,61,62,,,,,,,,,,,96,79,79,,,
MYRGAL_GR_8B,4,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
MYRGAL_GR_8B,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SPIALB_HF_4A,4,Leaves,,,,,9,9,15,16,18,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,94,94,94,95,95,97
SPIALB_HF_4A,4,Flowers,,,,,,,,,,,,,,,,,,,57,,,62,64,67,68/72,68/74,68/76,68/76,68/76,77,77/68,77/68,77/68,77/68,78,79,,79,,,,
SPITOM_SH_9,4,Leaves,,,,,9,9,10,10,12,16,17,18,18,19,19,,,,,,,,,,,,,,,,,,,,,,,91,95,97,98,99
SPITOM_SH_9,4,Flowers,,,,,,,,,,,,,,,,,,,52,,,,,,,62,67,68/72,75,76,77,78,79,,,,,79,79,,,
SPITOM_WM_5C,4,Leaves,,,,,,9,10,10,12,15,15,16,18,18,18,19,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SPITOM_WM_5C,4,Flowers,,,,,,,,,,,,,,,,,,,52,,,,,,,62,67,68,74,76,78,78,79,,,,,X,x,,,
SPIALB_SH_8,4,Leaves,,,,,,10,13,16,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,,94,94,94,94,98,98
SPIALB_SH_8,4,Flowers,,,,,,,,,,,,,,,,,,,56,,,62,65,68,68/72,68/74,68/75,75,76,76,77,78,79,,,,,79,,,,
MYRGAL_SH_1B,4,Leaves,,,,,,,,9,10,10,11,16,18,,18,19,,,,,,,,,,,,,,,,,,,,,94,94,94,96,97,98
MYRGAL_SH_1B,4,Flowers,,,,62-m,62-m,69-m,64-f,67-f,68-f,68-f,69-f,,,,,,72,,,,,72,74,76,76,76,76,76,76,79,93,93,93,93,94,94,,79,79,79,,
SPIALB_GR_3,4,Leaves,,,,9,9,12,15,17,18,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,93,93,94,95,95,98
SPIALB_GR_3,4,Flowers,,,,,,,,,,,,,,,,,,,58,,,61,65,67,68/72,68/75,68/75,68/76,68/76,69/74,69/75,76/68,76,78,78,78,79,79,79,,,
VIBCAS_WM_4,4,Leaves,,,,,9,13,14,16,18,18,19,,,,19,,,,,,,,,,,,,,,,,,,,,,93,"102,93",94,95,95,99
VIBCAS_WM_4,4,Flowers,,,,,,,,52,54,56,58,59,,,59,,,,67,68,72,72,75,76,76,76,77,77,79,93,93,93,93,93,93,93,93,NA,,,,
VIBCAS_GR_12A,4,Leaves,,,,9,10,15,15,17,19,,,,,,19,,,,,,,,,,,,77,77,79,93,93,93,93,93,93,93,"94, 102","102,94",96,96,97,99
VIBCAS_GR_12A,4,Flowers,,,,,,,53,54,56,,,,,,59,,,60,67,69,73,74,75,76,76,77,,,,,,,,,,,,NA,,,,
MYRGAL_WM_6A,4,Leaves,,,,,,,,9,9,10,10,12,18,,19,,,,,,,,,,,,,,,,95,96,96,96,98,98,98,"102,98",98,98,98,99
MYRGAL_WM_6A,4,Flowers,,,,,,63-f,64-f,67-f,68-f,68-f,69-f,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,79,,
AROMEL_WM_15,4,Leaves,,,,9,10,11,12,15,16,17,19,,,,19,,,,,,,,,,,,75,75,75,79/93,93,93,93,93,93,93/102,96,"102,96",98,99,99,99
AROMEL_WM_15,4,Flowers,,,,,,,,54,57,58,58,59,61,,59,64,68,68,72,73,74,74,74,74,75,75,,,,,,,,,,,,NA,,,,
SPIALB_SH_4A,4,Leaves,,,,10,10,15,16,19,,,,,,,19,,,,,,,,,,,,68/75,68/75,76,77,78,78,79,68,68,79,,92,93,95,96,98
SPIALB_SH_4A,4,Flowers,,,,,,,,,,,,,,,,,,,54,,60,62,67,68/71,68/74,68/74,,,,,,,,,,,,79,79,,,
SPIALB_SH_7,4,Leaves,,,,,10,15,15,17,18,18,19,,,,19,,,,,,,,,,,,68/75,68/75,76,76/68,76/68,78,78,78,68/78,79,68,91,93,94,95,98
SPIALB_SH_7,4,Flowers,,,,,,,,,,,,,,,,,,,54,,,62,67,68/71,68/74,68/76,,,,,,,,,,,,79,79,,,
MYRGAL_WM_6B,4,Leaves,,,,,,,,,,,,,10,,15,16,18,19,,,,,,,,,,,,,,,,,,,,99,99,99,99,99
MYRGAL_WM_6B,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102,,,
SPIALB_GR_7,4,Leaves,,,,,9,10,12,17,18,18,19,,,,19,,,,,,,,,,,,,,,,,,,,,,93,93,95,96,97,99
SPIALB_GR_7,4,Flowers,,,,,,,,,,,,,,,,,,,56,,,64,67,68,68/74,68/77,69/76,76,77,77,78,78,79,,,,,78,79,,,
SPIALB_SH_4B,4,Leaves,,,,9,9,11,15,18,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,,92,92,92,95,95,95
SPIALB_SH_4B,4,Flowers,,,,,,,,,,,,,,,,,,,56,,,64,67,68/71,68/74,68/76,68/76,76,76,76,78,78,79,,,,,79,79,,,
SPIALB_WM_7A,4,Leaves,,,,,9,11,15,18,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",93,93,97,99
SPIALB_WM_7A,4,Flowers,,,,,,,,,,,,,,,,,,,56,,,,,64,67/72,68/76,68/76,76,76,76,77,77,78,79,,,"92, 102",79,79,,,
VIBCAS_GR_12B,4,Leaves,,,,9,10,15,15,18,18,19,,,,,19,,,,,,,,,,,,,,,,100,100,100/92,100/92,101/92,101/92,,"102,92",93,95,96,99
VIBCAS_GR_12B,4,Flowers,,,,,,,52,54,56,58,58,59,,,59,,,,64,69,72,74,75,75,76,76,77,78,78,78/92,92/79,92,,,,,,NA,,,,
MYRGAL_GR_8C,4,Leaves,,,,,,,,,9,9,10,14,19,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,94",94,95,98,99
MYRGAL_GR_8C,4,Flowers,,,64-m,67-m,67-m,68-m,68-m,69-m,,,,,,,,,,,,,,,,,,,,,,,92,92,92,92,93,94,,102m,102m,,,
SPIALB_HF_8,4,Leaves,,,9,10,11,17,18,19,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,94,94,94,94,94,97
SPIALB_HF_8,4,Flowers,,,,,,,,,,,,,,,,,,,58,,,,67,67,67/72,68/74,67/74,68/74,68/74,68/76,68/76,68/77,78,79,,,,78,79,,,
SPITOM_WM_5D,4,Leaves,,,7,9,9,15,15,16,18,18,19,,,,19,,,,,,,,,,,,,,,,,,,,,,92,92,96,97,98,99
SPITOM_WM_5D,4,Flowers,,,,,,,,,,,,,,,,,,,58,,,,,60,62,67,64,74,74,76,77,79,,,,,,79,79,,,
SPIALB_SH_1,4,Leaves,,,9,10,10,17,18,19,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,92,93,94,95,96,99
SPIALB_SH_1,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,64,67/74,67/74,68/75,74,75,76,77,78,79,,,,,79,79,,,
MYRGAL_SH_2B,4,Leaves,,,,,,,,,9,9,10,15,17,,19,,,,,,,,,,,,,,,,,,,,,,98,"102,96",98,98,99,99
MYRGAL_SH_2B,4,Flowers,,,,63-m,64-m,68-m,68-m,68-m,69-m,,,,,,71,71,71,,,,,,,,,,,,,,94,95,97,97,97,98,"78, 95",102m,102m,,,
VIBCAS_SH_5,4,Leaves,,,,9,10,15,15,16,18,18,18,19,,,19,,,,,,,,,,,,,,,,,,,,100,79/100,101,"101,95","102,96",97,98,99
VIBCAS_SH_5,4,Flowers,,,,,,,51,54,56,58,58,59,,,59,,,,64,67,72,74,75,76,76,76,77,77,78/93,78/93,78/93,78/93,78/93,78/93,78/94,78/95,,79,79,,,
MYRGAL_GR_8D,4,Leaves,,,,,,,,,,,,10,15,,15,15,16,19,,,,,,,,,,,,92,92,93,93,96,97,98,99,99,99,99,99,99
MYRGAL_GR_8D,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,68/76,76,68/76,77,68/78,68/77,68/77,78,79,92,92,NA,,,,
SPIALB_WM_7B,4,Leaves,,,9,10,11,17,17,18,18,18,19,,,,19,,,,,,,,,,,,,,,,,,,,,,,92,96,97,98,98
SPIALB_WM_7B,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,67,68,68/74,68/77,67,74,74,74,76,79,,,,,,79,79,,,
SPITOM_WM_5E,4,Leaves,,,,,9,9,10,12,15,16,18,19,,,,,,,58,,62,64,,,,,,,,,,,,,,,91,93,96,96,96,99
SPITOM_WM_5E,4,Flowers,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,93,79,79,,,
AROMEL_HF_4,4,Leaves,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,X,x,,,
AROMEL_HF_4,4,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
AROMEL_WM_5,4,Leaves,,,,,9,10,10,12,15,16,18,18,19,,19,,,,,,,,,,,,,,,,,,,,,,96,"101,97",98,99,99,99
AROMEL_WM_5,4,Flowers,,,,,,,,,54,58,58,58,58,,59,61,68,69,72,72,73,73,74,74,74,74,,,,,,,,,,,101,NA,,,,
SPIALB_SH_9B,4,Leaves,,,,9,9,13,15,18,18,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,,93,93,94,95,98
SPIALB_SH_9B,4,Flowers,,,,,,,,,,,,,,,,,,,54,,62,64,67,68,68/74,68/76,68/76,75,76,68/76,68/76,68/76,68/76,68/76,79,92,93,79,79,,,
VIBCAS_GR_10,4,Leaves,,,9,9,10,10,15,16,18,18,19,,,,19,,,,,,,,,,,,,,,,,95,95,95/102,97,97,97,"102,97",97,98,98,99
VIBCAS_GR_10,4,Flowers,,,,,,53,55,55,58,58,58,58,59,,59,,,60,68,68,72,74,75,75,76,76,77,78,78/92,78/93,78/94,79,101,,,,,NA,,,,
BETPAP_GR_8,5,Leaves,,,,,,,,,9,9,10,11,14,18,18,18,18,19,,,,,,,,,,,,,,,,100/100m,102/101m,101m,102m,"102,91",95,97,98,99
BETPAP_GR_8,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100m,100m,100/100m,100/100m,,,,,102m,,,,
BETALL_WM_8A,5,Leaves,,,,,,,,,9,10,11,11,14,18,18,19,,,,,,,,,,,,,,,,,,101,102,,92,"102,92",96,98,99,99
BETALL_WM_8A,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,101,101,,,,,NA,,,,
BETALL_WM_9,5,Leaves,,,,,,,,,,,,,,,18,18,19,,,,,,,,,,,,,,,,,101,101,102,94,"102,95",96,98,99,99
BETALL_WM_9,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,NA,,,,
ACEPEN_HF_12,5,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
ACEPEN_HF_12,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
AMECAN_GR_10A,5,Leaves,,,,,,,9,9,9,10,11,11,12,17,19,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
AMECAN_GR_10A,5,Flowers,,,,,,,,,,52,54,54,58,64,67,69,72,74,74,75,75,,,,,,,,,,,,,,,,,X,x,,,
ALNINC_GR_8A,5,Leaves,,,,,,,,,9,11,11,12,15,17,18,18,18,18,19,,,,,,,,,,,,95,96/76,96/76,100/100m,101/101m,102/102m,"77, 97","102,97",97,97,98,99
ALNINC_GR_8A,5,Flowers,,64-m; 62-f,64-m; 62-f,68-m; 64-f,69-m; 67-f,68-f,69-f,,,,,,,,,,71,71,71,72,73,73,74,74,74,75,75,75/100m,76/100m,76/100m,76/100m,100/100m,100/100m,97/77,77/97,77/97,,"102m,78",79,79,,
ALNINC_GR_8B,5,Leaves,,,,,,,10,11,12,16,16,17,18,18,18,18,18,18,19,,,,,,,,,,,,96/100,96/76,96/767,100/100m,101/101m,101/101m,102/101m,"102,97",97,97,98,99
ALNINC_GR_8B,5,Flowers,,62-m,62-m,65-m; 64-f,69-m; 65-f,67-f,69-f,,,,,,,,,,,71,71,72,73,73,74,74,75,75,75,75/100m,75/100m,76/100m,76/100m,100/100m,100/100m,97/77,97/77,97/78,"78, 97","101m,79",,,,
ALNINC_GR_1,5,Leaves,,,,,,9,10,11,12,16,16,17,18,18,18,18,18,19,,,,,,,,,,,,100,100/95,96/76,96/76,100/100m,102/101m,101m,101m,"102,97",97,97,97,99
ALNINC_GR_1,5,Flowers,67-m; 61-f,68-m; 63-f,68-m; 63-f,68-m; 64-f,69-m; 65-f,65-f,67-f,68-f,68-f,69-f,,,,,,71,73,73,74,74,75,75,75,75,76,76,76,76/100m,76/100m,76/100m,76/100m,100/100m,100/100m,97/77,97/77,97/78,"78, 97","102m,79",,,,
QUERUB_HF_9,5,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,102,92,93,96,98
QUERUB_HF_9,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101,102,,,,,,NA,,,,
AMECAN_SH_4,5,Leaves,,,,9,10,11,12,13,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,97",97,99,99,99
AMECAN_SH_4,5,Flowers,,,,,,,,54,64,68,69,,,,69,71,73,74,74,75,76,,,,,,,,,,100,101,101,101,101,101/95,"102, 95",NA,,,,
AMECAN_GR_10B,5,Leaves,,,,,,9,10,11,11,12,12,15,18,19,19,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
AMECAN_GR_10B,5,Flowers,,,,,,,,,51,56,61,61,67,68,69,,71,72,72,73,,,,,,,,,,,,,,,,,,X,x,,,
BETALL_WM_8B,5,Leaves,,,,,,,9,9,11,12,12,14,17,18,18,18,19,,,,,,,,,,,,,,95,95/101,95/100,101/95,101,102/95,95,"102,95",95,98,99,99
BETALL_WM_8B,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
BETPAP_HF_16,5,Leaves,,,,,,,,,9,10,11,14,18,18,18,18,19,,,,,,,,,,,,,,100,100/100m,100/100m,100/100m,100/101m,101/101m,101/ 101m,"101,92","102,94",95,95,99
BETPAP_HF_16,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,100m,100m,100m,100m,,,,93,93,92,101m,101m,102m,,
QUERUB_HF_99,5,Leaves,,,,,,,,,,,,,,10,18,18,19,,,,,,,,,,,,,,,,,,,,,102,93,95,97,98
QUERUB_HF_99,5,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,101,102,,,,,,NA,,,,
ACEPEN_WM_5,5,Leaves,,,,,,,9,10,11,11,11,12,12,18,18,19,,,,,,,,,,,,,,,,,,,,,,"102,95",96,99,99,99
ACEPEN_WM_5,5,Flowers,,,,,,,,,,,,,,63,67,68,69,,,,,,,,,,,100,100,100,100,100/92,100/92,100/92,101/93,101/93,"102, 93",NA,,,,
ALNINC_SH_6,5,Leaves,,,,,9,10,11,13,16,17,18,18,18,18,18,18,18,19,,,,,,,,,,,100,100,100,100/100m,100/100m,100/100m,100/101m,101/102m,101,"102,96",97,97,99,99
ALNINC_SH_6,5,Flowers,65-m,66-m; 64-f,66-m; 64-f,68-m; 64-f,69-m; 67-f,68-f,69-f,,,,,,,,,,,,74,74,75,75,75,75,76,76,76,76,76/100,76/100m,77/100m,77,77,77,77,78/92,"78, 93","102m,79",,,,
BETALL_SH_9,6,Leaves,,,,,,,,,9,10,11,12,15,18,18,18,18,19,,,,,,,,,,,,,,,,,,,,"102,92",96,98,99,99
BETALL_SH_9,6,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,101,101,102,,91,NA,,,,
BETPOP_GR_5,6,Leaves,,,,,,,,9,9,10,11,12,13,18,19,,,,,,,,,,,,,,,,100,,,,,,,"102,95",97,98,99,99
BETPOP_GR_5,6,Flowers,,,,,,,,51,53,54,61,62,67,67,71,71,72,73,74,75,75,76,76,76,76,76,78,79/100m,100m,100m,100m,100/100m,100/100m,101/100m,101/101m,102/102m,93,"102m,79",,,,
BETPOP_GR_3,6,Leaves,,,,,,9,9,10,11,12,14,14,18,19,19,,,,,,,,,,,,,,100m,100m,100m,100/100m,100/100m,100/100m,100/100m,101/101m,102/101m,"102,94",96,97,98,99
BETPOP_GR_3,6,Flowers,,,,,,,,51,51,54,61,63,67,67/72,71,71,73,74,76,76,76,76,77,77,77,77,78,78,78/100,79/100,100,,,,,93,93,"102m,79",,,79,
AMECAN_SH_4,6,Leaves,,,,9,10,10,11,13,16,18,18,19,,,19,,,,,,,,,,,,,,,,,,101,102,92,92,93,"102,93",94,97,99,99
AMECAN_SH_4,6,Flowers,,,,,,,54,56,58,63,67,69,,,72,72,73,74,74,76,76,76,76,76,,,,,,,,,,,,,,NA,,,,
BETPAP_GR_8,6,Leaves,,,,,,,,,9,9,9,9,11,19,19,,,,,,,,,,,,,,,,,100,100,101,101,102,91,"102,92",94,97,98,99
BETPAP_GR_8,6,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
BETPOP_HF_3A,6,Leaves,,,,,,,,9,9,10,10,10,12,18,18,19,,,,,,,,,,,,,,100m,100m,100/100m,100/100m,100/100m,100/100m,102/101m,102m,"102,91",95,96,98,99
BETPOP_HF_3A,6,Flowers,,,,,,,,,,,,,,,69,,,,,,,,74,74,74,75,,,78/100m,79,100,,,,,,,"102m,78",78,79,79,
BETPOP_HF_3B,6,Leaves,,,,,,,,,9,10,11,12,13,19,19,,,,,,,,,,,,,,,100m,100m,100/100m,100/100m,100/100m,100/100m,102/101m,102m,"102,91",92,98,99,99
BETPOP_HF_3B,6,Flowers,,,,,,,,,,51,61,61,63,68,71,71,72,72,72,72,72,73,74,74,75,75,78,78/100m,78/100m,79,100,,,,,93,93,102m,,78,78,79
ALNINC_HF_5,6,Leaves,,,,,,,,9,11,12,15,15,16,18,18,18,18,18,19,,,,,,,,,,,,76/100m,77/92,100/100m,100/100m,101/101m,101/101m,102/101m,"102,96",97,97,98,99
ALNINC_HF_5,6,Flowers,,64-m; 62-f,64-m; 62-f,65-m; 64-f,69-m; 67-f,69-f,,,,,,,,,,71,73,73,737,73,73,73,73,73,74,75,75,76/100m,76/100m,76/100m,100,100/100m,77/93,77/93,77/93,78/93,94,"102m,78",79,,,
BETALL_SH_5,6,Leaves,,,,,,,,,9,11,12,12,15,18,18,18,19,,,,,,,,,,,,,,,,,,,,,"102,91",96,98,99,99
BETALL_SH_5,6,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,101,101,102,91,NA,,,,
BETPAP_HF_16A,6,Leaves,,,,,9,9,10,11,11,15,17,18,19,,17,18,19,,,,,,,,,,,,,,,,,,,,,"101,93","102,94",96,97,99
