id,species,site,ind,leaf,SLA,LDMC,year
QUEALB_HF_4B_2,QUEALB,HF,4B,2,25.56441939,343.6108821,2019
DIELON_HF_4_2,DIELON,HF,4,2,15.05614434,343.8611714,2019
ALNINC_SH_5_1,ALNINC,SH,5,1,19.28429319,343.8839077,2022
BETALL_WM_8A_1,BETALL,WM,8A,1,22.77503968,343.9942529,2019
SPITOM_SH_99B_2,SPITOM,SH,99B,2,22.20309811,344.1263574,2019
SPITOM_HF_13_2,SPITOM,HF,13,2,25.16356639,344.1501104,2019
SPIALB_WM_4C_1,SPIALB,WM,4C,1,37.71219512,344.2485306,2022
DIELON_HF_2A_1,DIELON,HF,2A,1,22.19701987,344.3557583,2022
ALNINC_GR_8B_2,ALNINC,GR,8B,2,19.94790548,344.7573553,2022
VIBCAS_WM_10_2,VIBCAS,WM,10,2,14.34660926,345.4387705,2019
ALNINC_HF_1_2,ALNINC,HF,1,2,17.54593242,345.444798,2019
VIBCAS_SH_1B_1,VIBCAS,SH,1B,1,16.26465426,345.5176094,2022
DIELON_SH_4_2,DIELON,SH,4,2,18.74926901,345.5330757,2022
SORAME_SH_3A_1,SORAME,SH,3A,1,21.5346211,345.6244864,2019
AROMEL_HF_12_2,AROMEL,HF,12,2,14.60028885,345.9006759,2019
BETPOP_GR_5B_1,BETPOP,GR,5B,1,23.45033113,346.0921384,2022
ACESPI_GR_4_2,ACESPI,GR,4,2,21.50226532,346.2311143,2019
ALNINC_GR_11_1,ALNINC,GR,11,1,18.18715305,346.438089,2022
VIBCAS_GR_10_2,VIBCAS,GR,10,2,13.98420971,346.6044249,2019
SPITOM_GR_2C_1,SPITOM,GR,2C,1,25.73422669,347.0930233,2019
ALNINC_SH_3_1,ALNINC,SH,3,1,18.45248914,347.1448102,2019
AMECAN_GR_10B_2,AMECAN,GR,10B,2,18.1601009,347.2805503,2019
ALNINC_GR_8B_1,ALNINC,GR,8B,1,21.92176871,347.6273057,2022
BETALL_GR_14_1,BETALL,GR,14,1,21.74091333,347.6654894,2019
DIELON_HF_2_2,DIELON,HF,2,2,20.21692411,347.7834353,2022
QUEALB_HF_4B_1,QUEALB,HF,4B,1,24.19720334,347.9021651,2019
AROMEL_WM_5_1,AROMEL,WM,5,1,18.9578714,347.9938272,2019
SPIALB_GR_12A_1,SPIALB,GR,12A,1,34.69350649,348.4162896,2022
BETPOP_WM_7_2,BETPOP,WM,7,2,25.06837607,348.4365029,2022
DIELON_GR_6_1,DIELON,GR,6,1,16.6250992,348.4495358,2019
SPITOM_GR_1_1,SPITOM,GR,1,1,21.41444115,348.6206897,2019
SPIALB_SH_7B_2,SPIALB,SH,7B,2,26.62523901,348.6666667,2019
SPITOM_SH_99_1,SPITOM,SH,99,1,29.14619883,348.6949429,2019
SORAME_SH_1B_1,SORAME,SH,1B,1,20.55554463,348.6966662,2019
SPITOM_GR_1B_1,SPITOM,GR,1B,1,22.96256104,348.7887964,2019
SORAME_SH_1A_1,SORAME,SH,1A,1,19.42120447,348.8050314,2019
BETPOP_GR_5_1,BETPOP,GR,5,1,17.41005603,348.8683128,2019
SPIALB_WM_4B_1,SPIALB,WM,4B,1,23.03148076,349.1180461,2019
DIELON_HF_2A_2,DIELON,HF,2A,2,21.73394495,349.3589744,2022
QUEALB_HF_4_2,QUEALB,HF,4,2,25.12226735,350.1399289,2019
ALNINC_SH_6_2,ALNINC,SH,6,2,17.72577417,350.2268041,2019
DIELON_HF_2_1,DIELON,HF,2,1,19.27440828,350.4588107,2022
DIELON_HF_2B_2,DIELON,HF,2B,2,21.08378016,350.5062607,2022
SPITOM_HF_5_2,SPITOM,HF,5,2,22.65151515,350.6907545,2019
DIELON_WM_1A_1,DIELON,WM,1A,1,23.58716707,350.7430998,2022
DIELON_WM_1B_1,DIELON,WM,1B,1,21.32317208,350.9302326,2019
BETPOP_WM_8_2,BETPOP,WM,8,2,18.59347636,350.9796389,2019
DIELON_SH_4_1,DIELON,SH,4,1,20.76699029,350.9796763,2022
BETPOP_GR_5B_2,BETPOP,GR,5B,2,22.00791855,351.0165184,2022
BETALL_SH_5_2,BETALL,SH,5,2,24.82057143,351.3421269,2022
AROMEL_WM_2_1,AROMEL,WM,2,1,17.30582524,351.3559611,2022
AROMEL_WM_7_2,AROMEL,WM,7,2,16.91666667,351.5225833,2022
SPITOM_SH_9_1,SPITOM,SH,9,1,30.75308642,351.5625,2022
AROMEL_HF_8B_2,AROMEL,HF,8B,2,13.22370937,351.8094982,2019
BETPOP_WM_7_2,BETPOP,WM,7,2,18.18514644,351.8802527,2019
SORAME_SH_1A_2,SORAME,SH,1A,2,20.79507279,352.2404544,2019
SPIALB_GR_12_1,SPIALB,GR,12,1,32.1454219,352.3086654,2019
SPIALB_HF_8_1,SPIALB,HF,8,1,32.0380117,352.6863979,2022
SPITOM_SH_99B_1,SPITOM,SH,99B,1,24.47641886,352.8913963,2019
SORAME_SH_3_2,SORAME,SH,3,2,25.86342613,353.1757305,2019
ALNINC_GR_8_2,ALNINC,GR,8,2,16.30956938,353.3867641,2022
BETALL_GR_14_2,BETALL,GR,14,2,19.48670944,353.4557235,2019
MYRGAL_WM_6A_2,MYRGAL,WM,6A,2,25.3744856,353.6603115,2022
DIELON_GR_6_2,DIELON,GR,6,2,19.57484896,353.9241308,2019
SPITOM_GR_1B_2,SPITOM,GR,1B,2,19.20596728,354.0034072,2019
SPIALB_HF_8_2,SPIALB,HF,8,2,27.75690608,354.1381334,2022
SPIALB_WM_4C_1,SPIALB,WM,4C,1,25.75387123,354.265916,2019
SORAME_SH_3B_1,SORAME,SH,3B,1,23.456854,354.3082781,2019
DIELON_HF_2A_1,DIELON,HF,2A,1,24.28782652,354.4104803,2019
MYRGAL_WM_6B_1,MYRGAL,WM,6B,1,22.59323504,354.4420535,2019
AROMEL_HF_12_1,AROMEL,HF,12,1,13.91472474,354.5093795,2019
VIBCAS_WM_4_2,VIBCAS,WM,4,2,12.7344061,354.5766129,2019
ALNINC_WM_5B_1,ALNINC,WM,5B,1,20.85019785,354.7222779,2022
BETPAP_HF_16_2,BETPAP,HF,16,2,15.46583851,355.2357692,2019
SPIALB_WM_4B_2,SPIALB,WM,4B,2,25.14442916,355.2840562,2019
ALNINC_SH_4_1,ALNINC,SH,4,1,20.36750867,355.3639004,2022
BETPOP_HF_3A_1,BETPOP,HF,3A,1,20.27503892,355.3711388,2019
VIBCAS_WM_9B_2,VIBCAS,WM,9B,2,13.23879444,355.396869,2022
BETPOP_WM_7_1,BETPOP,WM,7,1,15.57841925,355.5584281,2019
SPIALB_WM_7A_1,SPIALB,WM,7A,1,24.92114695,355.6405354,2022
SPIALB_GR_7_2,SPIALB,GR,7,2,34.07204611,355.9704555,2022
SORAME_SH_3_1,SORAME,SH,3,1,17.73694886,356.0637606,2019
AROMEL_HF_8A_2,AROMEL,HF,8A,2,15.09112333,356.0839161,2022
BETALL_WM_8A_2,BETALL,WM,8A,2,18.19003865,356.1818182,2019
BETPOP_WM_9_1,BETPOP,WM,9,1,16.84755245,356.3122924,2019
SPIALB_WM_7A_2,SPIALB,WM,7A,2,28.97674419,356.5177338,2022
QUEALB_HF_4A_1,QUEALB,HF,4A,1,22.78873881,356.547619,2019
VIBCAS_WM_4_2,VIBCAS,WM,4,2,14.02609189,356.6227041,2022
SORAME_GR_9B_1,SORAME,GR,9B,1,16.80845687,357.0812697,2019
ALNINC_GR_8A_1,ALNINC,GR,8A,1,16.34007965,357.3294347,2019
BETPOP_GR_3_1,BETPOP,GR,3,1,19.22842232,357.419577,2019
SPIALB_SH_7B_1,SPIALB,SH,7B,1,26.03988604,357.5551783,2019
ALNINC_WM_2A_2,ALNINC,WM,2A,2,15.99275625,357.9253037,2022
SPIALB_GR_3_2,SPIALB,GR,3,2,32.89940828,357.9370963,2022
DIELON_HF_2_1,DIELON,HF,2,1,16.72329181,358.1060529,2019
SPIALB_WM_2B_2,SPIALB,WM,2B,2,31.55080214,358.1346356,2022
SPITOM_WM_5_2,SPITOM,WM,5,2,23.6266885,358.2111437,2019
BETALL_GR_12_1,BETALL,GR,12,1,18.92546584,358.2864561,2022
SPITOM_SH_99E_2,SPITOM,SH,99E,2,22.95783133,358.2991582,2019
BETPAP_HF_16_1,BETPAP,HF,16,1,19.59650694,358.4499807,2022
DIELON_SH_4A_2,DIELON,SH,4A,2,16.49121024,358.5978209,2019
BETPAP_GR_8_1,BETPAP,GR,8,1,19.4610019,358.6808188,2019
ALNINC_SH_3_2,ALNINC,SH,3,2,20.01268932,359.2118806,2022
AROMEL_HF_12_1,AROMEL,HF,12,1,14.77492877,359.7540143,2019
SORAME_SH_1B_2,SORAME,SH,1B,2,18.42636746,359.7706422,2019
ALNINC_HF_8_1,ALNINC,HF,8,1,17.47087463,359.7747889,2019
SPITOM_HF_13_1,SPITOM,HF,13,1,26.95504087,359.8039216,2019
SPIALB_HF_1_1,SPIALB,HF,1,1,28.31485588,360.0798403,2022
ALNINC_SH_3_1,ALNINC,SH,3,1,17.18384279,360.4028958,2022
AROMEL_HF_4_2,AROMEL,HF,4,2,13.22157676,360.4546814,2022
AMECAN_GR_10B_2,AMECAN,GR,10B,2,18.08492923,360.7256563,2019
ALNINC_WM_5B_2,ALNINC,WM,5B,2,21.32358804,360.8247423,2022
BETPOP_WM_7_2,BETPOP,WM,7,2,20.17203219,360.9557702,2022
ALNINC_SH_8_2,ALNINC,SH,8,2,18.03875236,361.005903,2022
SPIALB_HF_4A_2,SPIALB,HF,4A,2,28.88888889,361.0315186,2022
AROMEL_WM_2_1,AROMEL,WM,2,1,15.92563601,361.130742,2019
BETPOP_WM_8_1,BETPOP,WM,8,1,18.91304348,361.1630986,2019
BETPOP_GR_3_1,BETPOP,GR,3,1,17.67081604,361.328369,2022
ALNINC_GR_11_1,ALNINC,GR,11,1,18.88241698,362.3703002,2022
AROMEL_HF_4_1,AROMEL,HF,4,1,14.53491272,362.5678119,2022
SPITOM_SH_99F_2,SPITOM,SH,99F,2,29.38795987,362.6000485,2022
BETALL_SH_2_1,BETALL,SH,2,1,21.38260514,363.0030386,2022
ALNINC_SH_1_1,ALNINC,SH,1,1,20.71923077,363.3441638,2022
AMECAN_SH_4_2,AMECAN,SH,4,2,16.50627615,363.3724948,2019
AMECAN_GR_10A_1,AMECAN,GR,10A,1,19.92432432,363.5393858,2019
SPIALB_WM_4A_2,SPIALB,WM,4A,2,21.96564885,363.816703,2019
SPITOM_GR_2E_1,SPITOM,GR,2E,1,25.53166764,363.8477801,2019
ALNINC_HF_1_1,ALNINC,HF,1,1,18.55736177,363.9158645,2019
VIBCAS_WM_7_2,VIBCAS,WM,7,2,15.37160659,364.0045359,2022
SPITOM_SH_99F_1,SPITOM,SH,99F,1,31.04887218,364.0344875,2022
AROMEL_WM_2_2,AROMEL,WM,2,2,16.42450422,364.1238293,2019
VIBCAS_WM_9B_2,VIBCAS,WM,9B,2,15.92716049,364.1267701,2022
ALNINC_GR_1_2,ALNINC,GR,1,2,19.2570594,364.4816694,2022
ALNINC_WM_5A_1,ALNINC,WM,5A,1,16.75661569,364.5930465,2019
SPIALB_WM_2B_2,SPIALB,WM,2B,2,24.0204499,364.6532438,2022
BETALL_GR_1_1,BETALL,GR,1,1,19.1011396,364.713217,2022
DIELON_GR_8_1,DIELON,GR,8,1,16.77791684,365.0253807,2019
SPITOM_WM_4B_1,SPITOM,WM,4B,1,27.907173,365.1771957,2022
BETALL_WM_8A_2,BETALL,WM,8A,2,18.41825432,365.2871963,2022
BETALL_WM_8A_1,BETALL,WM,8A,1,17.36637242,365.3562903,2019
ALNINC_WM_2B_1,ALNINC,WM,2B,1,18.42761905,365.3953229,2022
SPITOM_GR_2B_1,SPITOM,GR,2B,1,30.8984375,365.7142857,2019
VIBCAS_SH_9_2,VIBCAS,SH,9,2,13.66844287,365.8536585,2022
DIELON_GR_8_2,DIELON,GR,8,2,2.045384615,365.8536585,2022
BETPOP_WM_8_1,BETPOP,WM,8,1,16.68856483,365.8742736,2019
MYRGAL_WM_6_1,MYRGAL,WM,6,1,24.93220339,365.929295,2022
AROMEL_HF_8B_2,AROMEL,HF,8B,2,19.18181818,365.9347971,2022
BETALL_GR_1_2,BETALL,GR,1,2,21.61057174,366.1065145,2022
BETALL_GR_12_2,BETALL,GR,12,2,22.0349162,366.3247295,2022
SPITOM_GR_2D_1,SPITOM,GR,2D,1,22.39143023,366.6666667,2019
ALNINC_SH_1_2,ALNINC,SH,1,2,21.14992026,366.6666667,2022
ALNINC_SH_4_1,ALNINC,SH,4,1,17.0052664,366.684064,2019
SORAME_SH_3B_2,SORAME,SH,3B,2,19.76311628,366.691881,2019
BETPOP_WM_8_2,BETPOP,WM,8,2,16.83572511,366.7538411,2019
VIBCAS_SH_9_1,VIBCAS,SH,9,1,13.63391934,366.8367444,2022
DIELON_GR_8_1,DIELON,GR,8,1,23.60775862,366.8950975,2022
MYRGAL_WM_6_2,MYRGAL,WM,6,2,25.03763441,366.9362793,2022
BETALL_SH_9_1,BETALL,SH,9,1,18.82520448,367.0306211,2022
ALNINC_SH_6_1,ALNINC,SH,6,1,15.94988885,367.2108844,2019
BETPOP_HF_3B_2,BETPOP,HF,3B,2,15.46162121,367.5116279,2019
SPIALB_SH_7A_1,SPIALB,SH,7A,1,29.97735849,367.5450763,2022
ALNINC_SH_3_2,ALNINC,SH,3,2,15.17020387,367.8025451,2019
BETPOP_GR_5_2,BETPOP,GR,5,2,19.26701031,367.8980505,2022
BETALL_GR_12_2,BETALL,GR,12,2,16.88965973,368.0198417,2022
BETALL_GR_12_1,BETALL,GR,12,1,20.74416244,368.052312,2022
SPITOM_GR_2D_2,SPITOM,GR,2D,2,24.57527334,368.1114551,2019
BETPAP_GR_8_1,BETPAP,GR,8,1,16.99658703,368.1878307,2019
SPITOM_WM_5_2,SPITOM,WM,5,2,30.30841121,368.3938716,2022
BETPOP_GR_5_1,BETPOP,GR,5,1,19.59879639,368.4268874,2022
SPIALB_WM_7B_2,SPIALB,WM,7B,2,25.02136752,368.6200378,2022
SPIALB_SH_7B_1,SPIALB,SH,7B,1,29.08937198,368.6553874,2022
MYRGAL_WM_6_1,MYRGAL,WM,6,1,20.16467916,368.718593,2019
ALNINC_GR_1_1,ALNINC,GR,1,1,17.80455741,368.7842402,2022
BETALL_WM_8A_1,BETALL,WM,8A,1,18.98657074,368.7915664,2022
BETPAP_HF_16B_2,BETPAP,HF,16B,2,18.92033294,368.8596491,2022
Alninc_SH_5_2,ALNINC,SH,5,2,NA,368.9639768,2022
ALNINC_HF_1_2,ALNINC,HF,1,2,19.94450935,369.1325816,2022
AROMEL_HF_8A_2,AROMEL,HF,8A,2,13.85737851,369.4536249,2019
ALNINC_WM_5A_1,ALNINC,WM,5A,1,16.42283503,369.5426753,2022
SPIALB_GR_3_1,SPIALB,GR,3,1,21.06358382,369.8556921,2022
ALNINC_HF_2_2,ALNINC,HF,2,2,18.28528785,369.8563159,2022
SPITOM_HF_9A_1,SPITOM,HF,9A,1,23.4647651,370.1863354,2019
BETPOP_HF_3B_1,BETPOP,HF,3B,1,15.26114729,370.487239,2019
SPIALB_HF_2_2,SPIALB,HF,2,2,25.04381443,370.582617,2022
BETPAP_GR_8_2,BETPAP,GR,8,2,22.96774194,370.6360593,2022
VIBCAS_WM_7_1,VIBCAS,WM,7,1,14.76155187,371.1673813,2022
SPIALB_WM_2A_1,SPIALB,WM,2A,1,27.93968254,371.4622642,2022
BETALL_SH_5_1,BETALL,SH,5,1,21.1247325,371.5103469,2022
SPIALB_WM_4C_2,SPIALB,WM,4C,2,33.72523962,371.6015671,2022
ALNINC_SH_4_2,ALNINC,SH,4,2,17.46079413,371.6057037,2019
SPITOM_SH_99F_2,SPITOM,SH,99F,2,23.11675127,371.6981132,2019
SPIALB_GR_12_2,SPIALB,GR,12,2,30.58131488,371.7519938,2022
SORAME_SH_3_1,SORAME,SH,3,1,20.86785656,371.935808,2019
SPITOM_WM_5D_2,SPITOM,WM,5D,2,24.28923583,372.7411945,2019
BETPOP_GR_3_2,BETPOP,GR,3,2,20.88164459,372.7476755,2019
AROMEL_WM_7_1,AROMEL,WM,7,1,14.37397995,372.9565217,2019
ALNINC_HF_9_1,ALNINC,HF,9,1,17.26716418,373.078922,2022
BETPOP_HF_3_1,BETPOP,HF,3,1,22.02631579,373.280943,2022
BETALL_GR_14_2,BETALL,GR,14,2,19.47824736,373.4045022,2022
BETALL_GR_14_2,BETALL,GR,14,2,16.83865824,373.5957447,2019
AMECAN_SH_4_1,AMECAN,SH,4,1,16.33419791,374.0958542,2019
AMECAN_SH_4_1,AMECAN,SH,4,1,17.50834598,374.2191936,2019
MYRGAL_WM_6_2,MYRGAL,WM,6,2,18.66692729,374.469331,2019
ALNINC_SH_4_1,ALNINC,SH,4,1,20.82971729,374.5475141,2022
ALNINC_WM_5A_2,ALNINC,WM,5A,2,17.89735516,374.6431689,2022
ALNINC_HF_5_1,ALNINC,HF,5,1,16.90365641,374.858585,2022
BETALL_GR_14_1,BETALL,GR,14,1,25.29259897,374.9596644,2022
BETPOP_WM_8_1,BETPOP,WM,8,1,25.42589118,375.2464095,2022
BETPOP_HF_3B_1,BETPOP,HF,3B,1,17.7745098,375.3173639,2022
BETPAP_GR_8_1,BETPAP,GR,8,1,22.93308891,375.36556,2022
AMECAN_GR_10A_2,AMECAN,GR,10A,2,16.94658416,375.3792188,2019
BETPAP_HF_16B_1,BETPAP,HF,16B,1,18.48694779,375.3816003,2022
BETALL_GR_13_1,BETALL,GR,13,1,14.86906032,375.467165,2019
Spitom_GR_2C_1,SPITOM,GR,2C,1,26.59393939,375.6830601,2022
SPIALB_WM_4B_1,SPIALB,WM,4B,1,31.88817204,375.8183141,2022
AMECAN_GR_10A_2,AMECAN,GR,10A,2,19.1056259,375.8433735,2019
BETPAP_GR_8_1,BETPAP,GR,8,1,19.55381471,375.9668084,2022
MYRGAL_WM_6B_1,MYRGAL,WM,6B,1,18.35422343,376.4874846,2022
ALNINC_GR_11_2,ALNINC,GR,11,2,18.29197531,376.7879986,2022
SPITOM_SH_99D_2,SPITOM,SH,99D,2,20.30894309,376.9922354,2019
BETALL_GR_14_1,BETALL,GR,14,1,18.63368134,377.3067866,2019
BETALL_GR_14_1,BETALL,GR,14,1,18.56088673,377.5077382,2022
ALNINC_WM_5B_1,ALNINC,WM,5B,1,16.87010336,377.8358209,2019
SPIALB_SH_7_2,SPIALB,SH,7,2,27.82216495,378.3520234,2022
Alninc_SH_5_1,ALNINC,SH,5,1,NA,378.462163,2022
AROMEL_HF_13_1,AROMEL,HF,13,1,13.22834646,378.5292364,2022
DIELON_WM_1A_2,DIELON,WM,1A,2,20.1682243,378.8951841,2022
DIELON_SH_4_2,DIELON,SH,4,2,21.19442351,378.980437,2019
SPIALB_HF_10_1,SPIALB,HF,10,1,33.61403509,379.1784467,2022
ALNINC_HF_5_2,ALNINC,HF,5,2,17.38291605,379.2236805,2022
BETPOP_GR_5_2,BETPOP,GR,5,2,16.66240157,379.3309438,2022
SPIALB_GR_9_2,SPIALB,GR,9,2,24.95317378,379.3421053,2019
ALNINC_GR_11B_1,ALNINC,GR,11B,1,17.49272349,379.4771998,2022
DIELON_GR_5A_2,DIELON,GR,5A,2,20.92725599,379.5344936,2022
BETPOP_WM_7_1,BETPOP,WM,7,1,18.71658502,379.6190527,2022
BETPOP_WM_7_1,BETPOP,WM,7,1,16.04759107,379.7666064,2022
QUEALB_HF_4_1,QUEALB,HF,4,1,27.17209857,379.816583,2019
SPITOM_HF_6A_1,SPITOM,HF,6A,1,23.73569199,379.8418972,2019
BETPOP_GR_5A_1,BETPOP,GR,5A,1,31.24981075,379.8815207,2022
BETPOP_WM_7_1,BETPOP,WM,7,1,2.464177215,380.2647413,2022
SPIALB_HF_1_2,SPIALB,HF,1,2,26.32628399,381.2485602,2022
SPIALB_SH_7B_2,SPIALB,SH,7B,2,29.16795866,381.2807882,2022
DIELON_SH_4_1,DIELON,SH,4,1,15.00716675,381.3080707,2019
SPIALB_WM_4B_2,SPIALB,WM,4B,2,30.09210526,381.4064362,2022
ALNINC_WM_5A_2,ALNINC,WM,5A,2,16.22760451,381.7303887,2019
SPIALB_GR_7_1,SPIALB,GR,7,1,28.7822736,381.9265582,2022
BETPOP_WM_7_2,BETPOP,WM,7,2,18.61737629,382.6086957,2022
SORAME_SH_3_2,SORAME,SH,3,2,20.23317893,382.7568591,2019
BETPAP_HF_16_1,BETPAP,HF,16,1,13.39246407,383.0853175,2019
SPITOM_WM_5E_1,SPITOM,WM,5E,1,NA,383.1041257,2022
SPIALB_WM_7B_1,SPIALB,WM,7B,1,31.45987654,383.2505323,2022
ALNINC_SH_8_1,ALNINC,SH,8,1,17.48526077,383.2560834,2022
SPIALB_HF_4_1,SPIALB,HF,4,1,26.67896679,383.3097595,2019
AMECAN_GR_10A_1,AMECAN,GR,10A,1,19.30510315,383.75,2019
BETPOP_HF_5_2,BETPOP,HF,5,2,16.86017989,384.0356717,2022
SPITOM_GR_2D_2,SPITOM,GR,2D,2,27.89380531,384.4191189,2022
SPITOM_GR_1A_1,SPITOM,GR,1A,1,19.32110092,384.4345168,2019
ALNINC_GR_8_2,ALNINC,GR,8,2,15.30515008,384.4949621,2019
BETPOP_GR_5A_2,BETPOP,GR,5A,2,19.23305085,384.6153846,2022
BETPAP_GR_8_2,BETPAP,GR,8,2,19.91135303,384.626888,2022
ACESPI_WM_1_1,ACESPI,WM,1,1,23.39353144,384.6542469,2019
ACESPI_WM_1_2,ACESPI,WM,1,2,19.09356725,384.6625767,2019
ALNINC_SH_1_2,ALNINC,SH,1,2,18.31013052,384.6705556,2022
Spitom_HF_6B_1,SPITOM,HF,6B,1,26.56,384.7633705,2022
AMECAN_SH_2_2,AMECAN,SH,2,2,24.86431479,384.8563969,2019
BETPOP_HF_3A_2,BETPOP,HF,3A,2,20.43458476,385.1884312,2022
ALNINC_SH_5_1,ALNINC,SH,5,1,17.81072027,385.2441385,2022
SPIALB_GR_5_1,SPIALB,GR,5,1,24.99206349,385.3211009,2019
AROMEL_WM_2_1,AROMEL,WM,2,1,13.70099668,385.9469163,2022
SPITOM_WM_4B_2,SPITOM,WM,4B,2,24.98181818,385.9649123,2022
MYRGAL_WM_6A_1,MYRGAL,WM,6A,1,23.20996441,386.0420387,2022
BETALL_SH_9_2,BETALL,SH,9,2,14.5176499,386.1667165,2022
MYRGAL_WM_6B_2,MYRGAL,WM,6B,2,16.28600823,386.5118498,2022
ALNINC_HF_1_1,ALNINC,HF,1,1,15.55042226,386.6915112,2022
SPITOM_GR_2D_1,SPITOM,GR,2D,1,31.91814947,386.945745,2022
ALNINC_HF_9_2,ALNINC,HF,9,2,16.53212291,387.0200537,2022
DIELON_HF_1_2,DIELON,HF,1,2,20.4839049,387.1151653,2019
BETALL_WM_8A_2,BETALL,WM,8A,2,18.5669344,387.1268657,2022
Spitom_HF_6B_2,SPITOM,HF,6B,2,24.10610932,387.2976339,2022
BETALL_SH_7_1,BETALL,SH,7,1,22.33648791,387.4516195,2022
DIELON_HF_1_1,DIELON,HF,1,1,21.70498084,387.4559287,2019
ALNINC_HF_2_1,ALNINC,HF,2,1,18.25750395,387.6063927,2022
BETALL_WM_8A_1,BETALL,WM,8A,1,16.49666349,387.6570584,2022
AMECAN_SH_3_2,AMECAN,SH,3,2,17.175,387.7471888,2019
ALNINC_SH_4_2,ALNINC,SH,4,2,20.77897768,387.7830202,2022
VACMYR_GR_10C_2,VACMYR,GR,10C,2,17.18111346,388.5542169,2019
BETPOP_GR_5_1,BETPOP,GR,5,1,15.34234234,388.903045,2022
ALNINC_SH_5_2,ALNINC,SH,5,2,16.92167454,388.9180672,2022
BETALL_GR_14_2,BETALL,GR,14,2,20.28990924,389.0735355,2022
DIELON_GR_5A_1,DIELON,GR,5A,1,20.40017746,389.103715,2022
BETPOP_HF_4_2,BETPOP,HF,4,2,19.07423581,389.1910265,2022
BETPAP_GR_8_2,BETPAP,GR,8,2,20.85628743,389.4362502,2022
SPITOM_GR_1_2,SPITOM,GR,1,2,25.53191489,389.7560976,2019
SPITOM_HF_6_1,SPITOM,HF,6,1,19.99168053,389.879987,2019
SPIALB_HF_10_2,SPIALB,HF,10,2,22.51186441,390.3148981,2022
SPIALB_WM_7B_1,SPIALB,WM,7B,1,26.80672269,390.462649,2022
AROMEL_WM_5_1,AROMEL,WM,5,1,16.33532636,390.4669261,2019
