"spp","year","site","ind","plot","budburst","flowers","leafout","flobuds","flobudburst","fruit","ripefruit","budset","provenance.lat","provenance.long"
"DIELON",2020,"GR","5C","7",78,NA,123.5,NA,NA,NA,NA,263,44.794942,-71.146683
"DIELON",2020,"GR","6","14",NA,NA,133,NA,NA,NA,293,282,44.794942,-71.146683
"DIELON",2020,"GR","8","10",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"DIELON",2020,"GR","8","13",NA,NA,133,NA,NA,NA,NA,282,44.794942,-71.146683
"DIELON",2020,"GR","8A","10",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"DIELON",2020,"GR","8B","10",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"DIELON",2020,"HF","1","10",NA,NA,NA,NA,NA,NA,NA,NA,42.531705,-72.18992
"DIELON",2020,"HF","1A","7",69,NA,120.5,NA,NA,NA,301,NA,42.531705,-72.18992
"DIELON",2020,"HF","1B","7",78,NA,120.5,NA,NA,NA,293,275,42.531705,-72.18992
"DIELON",2020,"HF","2","7",78,NA,122,NA,NA,NA,293,275,42.531705,-72.18992
"DIELON",2020,"HF","2A","13",NA,NA,133,NA,NA,NA,293,282,42.531705,-72.18992
"DIELON",2020,"HF","2B","13",NA,NA,133,NA,NA,NA,287.5,282,42.531705,-72.18992
"DIELON",2020,"HF","2C","13",NA,NA,133,NA,NA,NA,287.5,263,42.531705,-72.18992
"DIELON",2020,"HF","3","7",85,NA,127.5,NA,NA,NA,283.333333333333,NA,42.531705,-72.18992
"DIELON",2020,"HF","4","7",69,NA,122,NA,NA,NA,293,NA,42.531705,-72.18992
"DIELON",2020,"SH","12","10",NA,NA,133,NA,NA,NA,NA,NA,45.932675,-74.02507
"DIELON",2020,"SH","2","10",NA,NA,NA,NA,NA,NA,NA,NA,45.932675,-74.02507
"DIELON",2020,"SH","2A","13",NA,NA,133,NA,NA,NA,283.333333333333,NA,45.932675,-74.02507
"DIELON",2020,"SH","2B","13",NA,NA,133,NA,NA,NA,301,282,45.932675,-74.02507
"DIELON",2020,"SH","4","10",NA,NA,133,NA,NA,NA,NA,NA,45.932675,-74.02507
"DIELON",2020,"SH","4","13",NA,NA,133,NA,NA,NA,NA,268,45.932675,-74.02507
"DIELON",2020,"SH","4","14",NA,NA,133,NA,NA,NA,301,282,45.932675,-74.02507
"DIELON",2020,"SH","4","7",85,NA,122,NA,NA,NA,NA,NA,45.932675,-74.02507
"DIELON",2020,"WM","1A","13",NA,NA,133,NA,NA,NA,293,255,44.112337,-71.230138
"DIELON",2020,"WM","1B","13",NA,NA,133,NA,NA,NA,287.5,275,44.112337,-71.230138
"DIELON",2020,"WM","1C","13",NA,NA,133,NA,NA,NA,293,268,44.112337,-71.230138
"MYRGAL",2018,"GR","8A","4",116,NA,131,NA,NA,NA,NA,NA,44.794942,-71.146683
"MYRGAL",2018,"GR","8B","4",116,NA,131,NA,NA,NA,NA,NA,44.794942,-71.146683
"MYRGAL",2018,"GR","8C","4",114,NA,124,NA,NA,NA,NA,NA,44.794942,-71.146683
"MYRGAL",2018,"GR","8D","4",114,NA,128,NA,NA,NA,NA,NA,44.794942,-71.146683
"MYRGAL",2018,"SH","1","8",114,105,124,NA,89,NA,NA,NA,45.932675,-74.02507
"MYRGAL",2018,"SH","1A","4",114,106.5,124,82,86,NA,NA,NA,45.932675,-74.02507
"MYRGAL",2018,"SH","1B","4",114,135,NA,NA,121,156,175,NA,45.932675,-74.02507
"MYRGAL",2018,"SH","2","8",116,114,124,89,93,NA,NA,NA,45.932675,-74.02507
"MYRGAL",2018,"SH","2A","4",114,110,124,64,82,NA,NA,NA,45.932675,-74.02507
"MYRGAL",2018,"SH","2B","4",116,114,124,NA,89,NA,NA,NA,45.932675,-74.02507
"MYRGAL",2018,"SH","99","14",NA,NA,135,NA,NA,151,178.5,NA,45.932675,-74.02507
"MYRGAL",2018,"WM","6","14",NA,NA,135,NA,NA,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2018,"WM","6A","11",114,116,124,NA,96,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2018,"WM","6A","4",114,NA,131,NA,NA,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2018,"WM","6A","8",114,101.5,124,NA,89,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2018,"WM","6B","11",103,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2018,"WM","6B","4",114,NA,124,NA,121,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2018,"WM","6B","8",110,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"MYRGAL",2019,"GR","8A","4",112,119,119,NA,100,NA,NA,245,44.794942,-71.146683
"MYRGAL",2019,"GR","8B","4",123,NA,150,NA,142,NA,NA,240,44.794942,-71.146683
"MYRGAL",2019,"GR","8C","4",112,115,NA,NA,100,NA,NA,249,44.794942,-71.146683
"MYRGAL",2019,"GR","8D","4",112,NA,135,142,NA,NA,NA,249,44.794942,-71.146683
"MYRGAL",2019,"SH","1","8",112,147,123,NA,93,NA,NA,249,45.932675,-74.02507
"MYRGAL",2019,"SH","1A","4",112,142,119,NA,NA,150,NA,232,45.932675,-74.02507
"MYRGAL",2019,"SH","1B","4",112,115,135,93,NA,168,225,240,45.932675,-74.02507
"MYRGAL",2019,"SH","2","8",112,129,127,NA,NA,225,NA,249,45.932675,-74.02507
"MYRGAL",2019,"SH","2A","4",112,119,115,NA,93,228,NA,240,45.932675,-74.02507
"MYRGAL",2019,"SH","2B","4",112,152.5,129,NA,93,NA,NA,249,45.932675,-74.02507
"MYRGAL",2019,"SH","99","14",107,NA,119,112,NA,NA,221,253,45.932675,-74.02507
"MYRGAL",2019,"WM","6","14",107,119,119,NA,100,NA,NA,253,44.112337,-71.230138
"MYRGAL",2019,"WM","6A","11",112,177.5,129,97,NA,147,NA,249,44.112337,-71.230138
"MYRGAL",2019,"WM","6A","4",112,123,127,NA,NA,168,NA,240,44.112337,-71.230138
"MYRGAL",2019,"WM","6A","8",112,119,119,93,NA,168,NA,249,44.112337,-71.230138
"MYRGAL",2019,"WM","6B","11",112,135,119,NA,NA,NA,NA,249,44.112337,-71.230138
"MYRGAL",2019,"WM","6B","4",112,123,127,112,NA,NA,NA,240,44.112337,-71.230138
"MYRGAL",2019,"WM","6B","8",112,144,119,NA,93,NA,NA,249,44.112337,-71.230138
"MYRGAL",2020,"GR","8A","4",111,NA,143,NA,NA,NA,NA,282,44.794942,-71.146683
"MYRGAL",2020,"GR","8B","4",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"MYRGAL",2020,"GR","8C","4",108,NA,127.5,NA,NA,NA,NA,282,44.794942,-71.146683
"MYRGAL",2020,"GR","8D","4",119,NA,148,NA,NA,NA,263,NA,44.794942,-71.146683
"MYRGAL",2020,"SH","1","8",111,NA,135,NA,NA,NA,NA,282,45.932675,-74.02507
"MYRGAL",2020,"SH","1A","4",108,NA,130.5,NA,NA,NA,NA,282,45.932675,-74.02507
"MYRGAL",2020,"SH","1B","4",100,NA,135,NA,NA,NA,274,NA,45.932675,-74.02507
"MYRGAL",2020,"SH","2","8",NA,NA,133,NA,NA,NA,NA,282,45.932675,-74.02507
"MYRGAL",2020,"SH","2A","4",114,NA,133,NA,NA,NA,NA,282,45.932675,-74.02507
"MYRGAL",2020,"SH","2B","4",108,NA,133,NA,NA,NA,NA,282,45.932675,-74.02507
"MYRGAL",2020,"SH","99","14",NA,NA,133,NA,NA,NA,296.75,282,45.932675,-74.02507
"MYRGAL",2020,"WM","6","14",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"MYRGAL",2020,"WM","6A","11",NA,NA,135,NA,NA,NA,NA,282,44.112337,-71.230138
"MYRGAL",2020,"WM","6A","4",100,NA,133,NA,NA,NA,292,282,44.112337,-71.230138
"MYRGAL",2020,"WM","6A","8",108,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"MYRGAL",2020,"WM","6B","11",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"MYRGAL",2020,"WM","6B","4",122,NA,148,NA,NA,NA,NA,282,44.112337,-71.230138
"MYRGAL",2020,"WM","6B","8",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"QUEALB",2018,"HF","4","15",NA,NA,138,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUEALB",2018,"HF","4A","16",NA,NA,142,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUEALB",2018,"HF","4B","16",NA,NA,142,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUEALB",2019,"HF","4","15",119,NA,140,NA,NA,NA,NA,245,42.531705,-72.18992
"QUEALB",2019,"HF","4A","16",115,NA,127,NA,NA,NA,NA,232,42.531705,-72.18992
"QUEALB",2019,"HF","4B","16",129,NA,147,NA,NA,NA,NA,249,42.531705,-72.18992
"QUEALB",2020,"HF","4","15",NA,NA,NA,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUEALB",2020,"HF","4A","16",NA,NA,143,NA,NA,NA,NA,263,42.531705,-72.18992
"QUEALB",2020,"HF","4B","16",NA,NA,NA,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUERUB",2018,"HF","9","5",103,NA,124,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUERUB",2018,"HF","99","5",114,NA,131,NA,NA,NA,NA,NA,42.531705,-72.18992
"QUERUB",2018,"WM","9","9",116,NA,138,NA,NA,NA,NA,232,44.112337,-71.230138
"QUERUB",2019,"HF","9","5",NA,NA,123,NA,NA,NA,NA,232,42.531705,-72.18992
"QUERUB",2019,"HF","99","5",135,NA,147,NA,NA,NA,NA,232,42.531705,-72.18992
"QUERUB",2019,"WM","9","9",NA,NA,140,NA,NA,NA,NA,249,44.112337,-71.230138
"QUERUB",2020,"HF","9","5",NA,NA,133,NA,NA,NA,NA,241,42.531705,-72.18992
"QUERUB",2020,"HF","99","5",128,NA,143,NA,NA,NA,NA,241,42.531705,-72.18992
"QUERUB",2020,"WM","9","12",NA,NA,NA,NA,NA,NA,NA,NA,44.112337,-71.230138
"QUERUB",2020,"WM","9","9",NA,NA,NA,NA,NA,NA,NA,NA,44.112337,-71.230138
"SAMRAC",2018,"GR","1","10",NA,NA,142,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","2","7",82,138,121,82,128,142,161,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","4","10",64,NA,124,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","4","7",NA,142,121,107,124,NA,162.666666666667,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","4A","14",NA,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","7","10",58,NA,131,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","7A","7",96,142,121,93,128,145,159,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","7B","7",110,142,124,114,128,145,162.666666666667,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","8","13",58,NA,121,100,128,142,159,NA,44.794942,-71.146683
"SAMRAC",2018,"GR","9","7",58,135,124,82,128,142,161,NA,44.794942,-71.146683
"SAMRAC",2018,"HF","A","10",58,NA,124,156,170,187,NA,NA,42.531705,-72.18992
"SAMRAC",2018,"HF","A","13",58,NA,124,149,170,187,NA,NA,42.531705,-72.18992
"SAMRAC",2018,"HF","B","10",58,NA,124,170,173,187,NA,NA,42.531705,-72.18992
"SAMRAC",2018,"HF","B","13",58,194,124,142,170,187,NA,277,42.531705,-72.18992
"SAMRAC",2018,"HF","C","13",86,NA,124,142,170,180,NA,NA,42.531705,-72.18992
"SAMRAC",2018,"HF","D","13",86,NA,124,151,170,194,213,NA,42.531705,-72.18992
"SAMRAC",2019,"GR","1","10",97,NA,119,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2019,"GR","2","7",93,146,112,93,NA,135,NA,253,44.794942,-71.146683
"SAMRAC",2019,"GR","4","7",93,142,112,93,NA,135,NA,260,44.794942,-71.146683
"SAMRAC",2019,"GR","4A","14",119,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2019,"GR","7","10",93,140,112,97,NA,135,168,274,44.794942,-71.146683
"SAMRAC",2019,"GR","7A","7",93,NA,112,93,NA,135,168,260,44.794942,-71.146683
"SAMRAC",2019,"GR","7B","7",93,147,112,103,NA,140,168,274,44.794942,-71.146683
"SAMRAC",2019,"GR","8","13",NA,140,112,97,NA,135,168,NA,44.794942,-71.146683
"SAMRAC",2019,"GR","9","7",93,141,112,93,NA,135,NA,249,44.794942,-71.146683
"SAMRAC",2019,"HF","A","10",86,183,115,140,NA,183,NA,274,42.531705,-72.18992
"SAMRAC",2019,"HF","A","13",86,183,115,140,NA,183,NA,NA,42.531705,-72.18992
"SAMRAC",2019,"HF","B","10",86,183,115,147,NA,183,NA,274,42.531705,-72.18992
"SAMRAC",2019,"HF","B","13",86,183,119,140,NA,183,NA,274,42.531705,-72.18992
"SAMRAC",2019,"HF","C","13",86,183,115,147,NA,183,221,274,42.531705,-72.18992
"SAMRAC",2019,"HF","D","13",86,183,115,150,NA,183,NA,274,42.531705,-72.18992
"SAMRAC",2020,"GR","1","10",NA,NA,133,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2020,"GR","2","7",63,NA,120.5,NA,NA,NA,175,282,44.794942,-71.146683
"SAMRAC",2020,"GR","4","10",NA,NA,133,NA,NA,NA,220,268,44.794942,-71.146683
"SAMRAC",2020,"GR","4","7",69,NA,120.5,NA,NA,NA,175,282,44.794942,-71.146683
"SAMRAC",2020,"GR","4A","14",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"SAMRAC",2020,"GR","7","10",NA,NA,NA,NA,NA,NA,NA,282,44.794942,-71.146683
"SAMRAC",2020,"GR","7A","7",78,NA,122,NA,NA,NA,167,NA,44.794942,-71.146683
"SAMRAC",2020,"GR","7B","7",78,NA,126,NA,NA,NA,175,282,44.794942,-71.146683
"SAMRAC",2020,"GR","8","13",NA,NA,133,NA,NA,NA,175,282,44.794942,-71.146683
"SAMRAC",2020,"GR","9","7",63,NA,120.5,NA,NA,NA,175,282,44.794942,-71.146683
"SAMRAC",2020,"HF","A","10",NA,NA,133,NA,NA,NA,220,268,42.531705,-72.18992
"SAMRAC",2020,"HF","A","13",NA,NA,133,NA,NA,NA,229,268,42.531705,-72.18992
"SAMRAC",2020,"HF","B","10",NA,NA,NA,NA,NA,NA,NA,282,42.531705,-72.18992
"SAMRAC",2020,"HF","B","13",NA,NA,133,NA,NA,NA,214,282,42.531705,-72.18992
"SAMRAC",2020,"HF","C","13",NA,NA,133,NA,NA,NA,220,268,42.531705,-72.18992
"SAMRAC",2020,"HF","D","13",NA,NA,133,NA,NA,NA,220,282,42.531705,-72.18992
"SORAME",2018,"GR","9A","10",NA,NA,138,NA,NA,NA,NA,263,44.794942,-71.146683
"SORAME",2018,"GR","9A","7",96,NA,131,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2018,"GR","9B","10",103,NA,131,NA,NA,NA,NA,225,44.794942,-71.146683
"SORAME",2018,"GR","9B","7",103,163,131,142,151,166,187.2,NA,44.794942,-71.146683
"SORAME",2018,"GR","9C","7",103,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2018,"GR","9D","7",103,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2018,"SH","1A","13",110,NA,131,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2018,"SH","1B","13",110,163,131,128,156,166,204,NA,45.932675,-74.02507
"SORAME",2018,"SH","3","13",NA,NA,135,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2018,"SH","3","14",NA,NA,138,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2018,"SH","3","7",110,NA,131,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2018,"SH","3A","10",114,NA,138,NA,NA,NA,NA,221,45.932675,-74.02507
"SORAME",2018,"SH","3B","10",124,166,131,131,156,184,163,NA,45.932675,-74.02507
"SORAME",2019,"GR","9A","7",119,NA,141,NA,NA,NA,NA,249,44.794942,-71.146683
"SORAME",2019,"GR","9B","10",112,161,119,129,NA,168,228,245,44.794942,-71.146683
"SORAME",2019,"GR","9B","7",NA,155,115,127,NA,161,NA,245,44.794942,-71.146683
"SORAME",2019,"GR","9C","7",107,NA,123,NA,NA,NA,NA,245,44.794942,-71.146683
"SORAME",2019,"GR","9D","7",115,NA,135,NA,NA,NA,NA,249,44.794942,-71.146683
"SORAME",2019,"SH","1A","13",97,NA,132.5,NA,NA,NA,NA,240,45.932675,-74.02507
"SORAME",2019,"SH","1B","13",97,155,115,123,NA,161,228,240,45.932675,-74.02507
"SORAME",2019,"SH","3","13",119,NA,140,142,NA,NA,NA,240,45.932675,-74.02507
"SORAME",2019,"SH","3","14",112,NA,127,NA,NA,NA,NA,245,45.932675,-74.02507
"SORAME",2019,"SH","3","7",107,155,119,115,NA,168,225,240,45.932675,-74.02507
"SORAME",2019,"SH","3A","10",NA,NA,155,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2019,"SH","3B","10",112,NA,137,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2020,"GR","9A","10",NA,NA,133,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2020,"GR","9A","7",114,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2020,"GR","9B","10",NA,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2020,"GR","9B","7",108,164,135,NA,NA,NA,NA,282,44.794942,-71.146683
"SORAME",2020,"GR","9C","7",111,NA,143,NA,NA,NA,NA,282,44.794942,-71.146683
"SORAME",2020,"GR","9D","7",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"SORAME",2020,"SH","1A","13",NA,157,133,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2020,"SH","1B","13",NA,157,135,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2020,"SH","3","13",NA,NA,143,NA,NA,NA,NA,268,45.932675,-74.02507
"SORAME",2020,"SH","3","14",NA,NA,143,NA,NA,NA,NA,282,45.932675,-74.02507
"SORAME",2020,"SH","3","7",119,NA,143,NA,NA,NA,NA,268,45.932675,-74.02507
"SORAME",2020,"SH","3A","10",NA,NA,NA,NA,NA,NA,NA,NA,45.932675,-74.02507
"SORAME",2020,"SH","3B","10",NA,NA,NA,NA,NA,NA,NA,NA,45.932675,-74.02507
"SPIALB",2018,"GR","12","4",89,231,121,159,170,197,NA,NA,44.794942,-71.146683
"SPIALB",2018,"GR","12A","8",89,NA,121,159,184,211,219,NA,44.794942,-71.146683
"SPIALB",2018,"GR","12B","8",93,208,124,159,173,211,NA,NA,44.794942,-71.146683
"SPIALB",2018,"GR","3","4",93,194,124,159,180,197,NA,NA,44.794942,-71.146683
"SPIALB",2018,"GR","3","8",96,228,121,156,170,187,NA,NA,44.794942,-71.146683
"SPIALB",2018,"GR","5","8",96,201,124,156,173,211,NA,NA,44.794942,-71.146683
"SPIALB",2018,"GR","7","4",93,200,124,156,170,204,191.25,NA,44.794942,-71.146683
"SPIALB",2018,"GR","9","8",93,187,121,156,177,191,NA,NA,44.794942,-71.146683
"SPIALB",2018,"HF","1","4",93,208,121,156,173,211,219,NA,42.531705,-72.18992
"SPIALB",2018,"HF","10","11",96,211,124,159,180,213,NA,NA,42.531705,-72.18992
"SPIALB",2018,"HF","2","8",93,NA,124,163,180,211,NA,NA,42.531705,-72.18992
"SPIALB",2018,"HF","3","8",96,215.666666666667,121,159,166,197,156,NA,42.531705,-72.18992
"SPIALB",2018,"HF","4A","11",93,NA,124,163,173,197,NA,NA,42.531705,-72.18992
"SPIALB",2018,"HF","4A","4",93,208,124,159,173,211,219,NA,42.531705,-72.18992
"SPIALB",2018,"HF","4B","11",93,197,124,163,184,200,NA,NA,42.531705,-72.18992
"SPIALB",2018,"HF","8","4",93,NA,124,159,180,204,219,NA,42.531705,-72.18992
"SPIALB",2018,"SH","1","4",93,NA,124,159,173,187,219,NA,45.932675,-74.02507
"SPIALB",2018,"SH","4A","4",93,200,121,156,170,204,219,NA,45.932675,-74.02507
"SPIALB",2018,"SH","4B","4",89,197,124,156,166,200,191.25,NA,45.932675,-74.02507
"SPIALB",2018,"SH","7","4",93,197,121,156,173,200,219,NA,45.932675,-74.02507
"SPIALB",2018,"SH","7A","8",96,208,121,170,187,211,NA,NA,45.932675,-74.02507
"SPIALB",2018,"SH","7B","8",89,NA,121,159,173,187,156,NA,45.932675,-74.02507
"SPIALB",2018,"SH","8","4",93,197,121,159,177,200,219,NA,45.932675,-74.02507
"SPIALB",2018,"SH","9A","4",93,197,121,159,170,200,NA,NA,45.932675,-74.02507
"SPIALB",2018,"SH","9B","4",93,225,121,156,173,187,NA,NA,45.932675,-74.02507
"SPIALB",2018,"WM","2A","4",96,197,124,163,180,200,219,NA,44.112337,-71.230138
"SPIALB",2018,"WM","2B","11",NA,NA,124,221,228,246,NA,NA,44.112337,-71.230138
"SPIALB",2018,"WM","2B","4",93,187,124,159,173,194,NA,NA,44.112337,-71.230138
"SPIALB",2018,"WM","4A","11",93,NA,121,159,180,197,219,NA,44.112337,-71.230138
"SPIALB",2018,"WM","4B","11",93,NA,121,159,173,197,161,NA,44.112337,-71.230138
"SPIALB",2018,"WM","4C","11",93,NA,121,151,173,187,161,NA,44.112337,-71.230138
"SPIALB",2018,"WM","5","11",110,200,124,166,184,204,NA,NA,44.112337,-71.230138
"SPIALB",2018,"WM","7A","4",93,197,124,159,173,200,219,NA,44.112337,-71.230138
"SPIALB",2018,"WM","7A","8",93,NA,121,151,170,187,NA,NA,44.112337,-71.230138
"SPIALB",2018,"WM","7B","4",93,197,121,151,166,200,219,NA,44.112337,-71.230138
"SPIALB",2018,"WM","7B","8",93,NA,128,163,184,197,157,NA,44.112337,-71.230138
"SPIALB",2019,"GR","12","4",NA,183,112,NA,NA,183,NA,NA,44.794942,-71.146683
"SPIALB",2019,"GR","12A","8",93,NA,127,NA,NA,183,NA,274,44.794942,-71.146683
"SPIALB",2019,"GR","12B","8",100,197,115,NA,NA,183,NA,263,44.794942,-71.146683
"SPIALB",2019,"GR","3","4",NA,NA,112,155,NA,183,NA,256,44.794942,-71.146683
"SPIALB",2019,"GR","3","8",93,197,112,150,NA,183,NA,256,44.794942,-71.146683
"SPIALB",2019,"GR","5","8",NA,197,NA,112,NA,197,NA,260,44.794942,-71.146683
"SPIALB",2019,"GR","7","4",93,183,112,147,NA,183,NA,267,44.794942,-71.146683
"SPIALB",2019,"GR","9","8",93,183,112,150,NA,183,NA,NA,44.794942,-71.146683
"SPIALB",2019,"HF","1","4",93,193,112,161,NA,183,NA,NA,42.531705,-72.18992
"SPIALB",2019,"HF","10","11",97,183,112,155,NA,183,NA,256,42.531705,-72.18992
"SPIALB",2019,"HF","2","8",97,NA,115,155,NA,197,NA,267,42.531705,-72.18992
"SPIALB",2019,"HF","3","8",93,186,112,155,NA,NA,NA,NA,42.531705,-72.18992
"SPIALB",2019,"HF","4A","11",93,183,112,147,NA,183,NA,274,42.531705,-72.18992
"SPIALB",2019,"HF","4A","4",93,197,112,155,NA,183,NA,NA,42.531705,-72.18992
"SPIALB",2019,"HF","4B","11",100,193,115,161,NA,193,NA,NA,42.531705,-72.18992
"SPIALB",2019,"HF","8","4",93,197,112,155,NA,193,NA,253,42.531705,-72.18992
"SPIALB",2019,"SH","1","4",NA,197,112,155,NA,183,NA,260,45.932675,-74.02507
"SPIALB",2019,"SH","4A","4",93,183,112,147,NA,183,NA,267,45.932675,-74.02507
"SPIALB",2019,"SH","4B","4",93,183,115,150,NA,183,NA,NA,45.932675,-74.02507
