"","spp","year","site","ind","provenance.long","provenance.lat","plot","leafout","leafcolor","fgs","fgsGDD"
"499","SORAME",2020,"GR","9B",-71.146683,44.794942,7,135,275,140,1638.34166666666
"500","SORAME",2020,"GR","9C",-71.146683,44.794942,7,143,229,86,1138.36666666667
"501","SORAME",2020,"SH","3",-74.02507,45.932675,14,143,263,120,1492.66944444445
"502","SORAME",2020,"SH","3",-74.02507,45.932675,7,143,263,120,1492.66944444445
"503","SPIALB",2018,"GR","12",-71.146683,44.794942,4,121,270,149,1628.475
"504","SPIALB",2018,"GR","12A",-71.146683,44.794942,8,121,268,147,1607.22777777777
"505","SPIALB",2018,"GR","3",-71.146683,44.794942,8,121,268,147,1607.22777777777
"506","SPIALB",2018,"GR","7",-71.146683,44.794942,4,124,263,139,1539.00277777777
"507","SPIALB",2018,"GR","9",-71.146683,44.794942,8,121,277,156,1664.40555555555
"508","SPIALB",2018,"HF","1",-72.18992,42.531705,4,121,311,190,1769.05
"509","SPIALB",2018,"HF","2",-72.18992,42.531705,8,124,277,153,1622.10555555555
"510","SPIALB",2018,"HF","3",-72.18992,42.531705,8,121,277,156,1664.40555555555
"511","SPIALB",2018,"HF","4A",-72.18992,42.531705,4,124,288,164,1684.76388888889
"512","SPIALB",2018,"HF","4B",-72.18992,42.531705,11,124,263,139,1539.00277777777
"513","SPIALB",2018,"SH","1",-74.02507,45.932675,4,124,268,144,1564.92777777777
"514","SPIALB",2018,"SH","4A",-74.02507,45.932675,4,121,297,176,1743.80833333333
"515","SPIALB",2018,"SH","7",-74.02507,45.932675,4,121,288,167,1727.06388888889
"516","SPIALB",2018,"SH","7B",-74.02507,45.932675,8,121,270,149,1628.475
"517","SPIALB",2018,"SH","9A",-74.02507,45.932675,4,121,288,167,1727.06388888889
"518","SPIALB",2018,"SH","9B",-74.02507,45.932675,4,121,277,156,1664.40555555555
"519","SPIALB",2018,"WM","2A",-71.230138,44.112337,4,124,288,164,1684.76388888889
"520","SPIALB",2018,"WM","2B",-71.230138,44.112337,11,124,297,173,1701.50833333333
"521","SPIALB",2018,"WM","2B",-71.230138,44.112337,4,124,268,144,1564.92777777777
"522","SPIALB",2018,"WM","4A",-71.230138,44.112337,11,121,288,167,1727.06388888889
"523","SPIALB",2018,"WM","4B",-71.230138,44.112337,11,121,277,156,1664.40555555555
"524","SPIALB",2018,"WM","4C",-71.230138,44.112337,11,121,277,156,1664.40555555555
"525","SPIALB",2018,"WM","7A",-71.230138,44.112337,4,124,281,157,1643.525
"526","SPIALB",2018,"WM","7B",-71.230138,44.112337,4,121,288,167,1727.06388888889
"527","SPIALB",2018,"WM","7B",-71.230138,44.112337,8,128,281,153,1620.49166666667
"528","SPIALB",2019,"GR","12",-71.146683,44.794942,4,112,240,128,1230.12222222222
"529","SPIALB",2019,"GR","12A",-71.146683,44.794942,8,127,240,113,1201.06388888889
"530","SPIALB",2019,"GR","12B",-71.146683,44.794942,8,115,240,125,1222.28888888889
"531","SPIALB",2019,"GR","3",-71.146683,44.794942,4,112,240,128,1230.12222222222
"532","SPIALB",2019,"GR","3",-71.146683,44.794942,8,112,245,133,1282.45277777778
"533","SPIALB",2019,"GR","7",-71.146683,44.794942,4,112,240,128,1230.12222222222
"534","SPIALB",2019,"GR","9",-71.146683,44.794942,8,112,240,128,1230.12222222222
"535","SPIALB",2019,"HF","1",-72.18992,42.531705,4,112,240,128,1230.12222222222
"536","SPIALB",2019,"HF","10",-72.18992,42.531705,11,112,240,128,1230.12222222222
"537","SPIALB",2019,"HF","2",-72.18992,42.531705,8,115,240,125,1222.28888888889
"538","SPIALB",2019,"HF","3",-72.18992,42.531705,8,112,240,128,1230.12222222222
"539","SPIALB",2019,"HF","4A",-72.18992,42.531705,11,112,245,133,1282.45277777778
"540","SPIALB",2019,"HF","4A",-72.18992,42.531705,4,112,240,128,1230.12222222222
"541","SPIALB",2019,"HF","4B",-72.18992,42.531705,11,115,245,130,1274.61944444445
"542","SPIALB",2019,"HF","8",-72.18992,42.531705,4,112,240,128,1230.12222222222
"543","SPIALB",2019,"SH","1",-74.02507,45.932675,4,112,232,120,1149.35833333333
"544","SPIALB",2019,"SH","4A",-74.02507,45.932675,4,112,240,128,1230.12222222222
"545","SPIALB",2019,"SH","4B",-74.02507,45.932675,4,115,249,134,1310.35
"546","SPIALB",2019,"SH","7",-74.02507,45.932675,4,115,240,125,1222.28888888889
"547","SPIALB",2019,"SH","7A",-74.02507,45.932675,8,112,240,128,1230.12222222222
"548","SPIALB",2019,"SH","7B",-74.02507,45.932675,8,112,240,128,1230.12222222222
"549","SPIALB",2019,"SH","8",-74.02507,45.932675,4,112,245,133,1282.45277777778
"550","SPIALB",2019,"SH","9A",-74.02507,45.932675,4,112,240,128,1230.12222222222
"551","SPIALB",2019,"SH","9B",-74.02507,45.932675,4,115,240,125,1222.28888888889
"552","SPIALB",2019,"WM","2A",-71.230138,44.112337,4,115,240,125,1222.28888888889
"553","SPIALB",2019,"WM","2B",-71.230138,44.112337,11,112,240,128,1230.12222222222
"554","SPIALB",2019,"WM","2B",-71.230138,44.112337,4,115,240,125,1222.28888888889
"555","SPIALB",2019,"WM","4A",-71.230138,44.112337,11,112,245,133,1282.45277777778
"556","SPIALB",2019,"WM","4B",-71.230138,44.112337,11,112,240,128,1230.12222222222
"557","SPIALB",2019,"WM","4C",-71.230138,44.112337,11,112,256,144,1373.16666666667
"558","SPIALB",2019,"WM","5",-71.230138,44.112337,11,112,240,128,1230.12222222222
"559","SPIALB",2019,"WM","7A",-71.230138,44.112337,4,112,240,128,1230.12222222222
"560","SPIALB",2019,"WM","7A",-71.230138,44.112337,8,112,245,133,1282.45277777778
"561","SPIALB",2019,"WM","7B",-71.230138,44.112337,4,112,240,128,1230.12222222222
"562","SPIALB",2019,"WM","7B",-71.230138,44.112337,8,112,240,128,1230.12222222222
"563","SPIALB",2020,"GR","12",-71.146683,44.794942,4,122,268,146,1615.92222222222
"564","SPIALB",2020,"GR","12A",-71.146683,44.794942,8,122,255,133,1537.14444444445
"565","SPIALB",2020,"GR","12B",-71.146683,44.794942,8,133,275,142,1647.43611111111
"566","SPIALB",2020,"GR","3",-71.146683,44.794942,4,122,275,153,1688.78333333333
"567","SPIALB",2020,"GR","3",-71.146683,44.794942,8,133,229,96,1192.46666666667
"568","SPIALB",2020,"GR","5",-71.146683,44.794942,8,108,255,147,1553.76388888889
"569","SPIALB",2020,"GR","7",-71.146683,44.794942,4,124,275,151.5,1673.51944444444
"570","SPIALB",2020,"GR","9",-71.146683,44.794942,8,133,293,160,1727.46388888889
"571","SPIALB",2020,"HF","1",-72.18992,42.531705,4,120,275,154.5,1694.82222222222
"572","SPIALB",2020,"HF","10",-72.18992,42.531705,11,133,275,142,1647.43611111111
"573","SPIALB",2020,"HF","2",-72.18992,42.531705,8,133,293,160,1727.46388888889
"574","SPIALB",2020,"HF","3",-72.18992,42.531705,8,133,275,142,1647.43611111111
"575","SPIALB",2020,"HF","4A",-72.18992,42.531705,11,133,293,160,1727.46388888889
"576","SPIALB",2020,"HF","4A",-72.18992,42.531705,4,122,275,153,1688.78333333333
"577","SPIALB",2020,"HF","4B",-72.18992,42.531705,11,133,293,160,1727.46388888889
"578","SPIALB",2020,"HF","8",-72.18992,42.531705,4,116,275,158.5,1695.60555555555
"579","SPIALB",2020,"SH","1",-74.02507,45.932675,4,116,275,158.5,1695.60555555555
"580","SPIALB",2020,"SH","4A",-74.02507,45.932675,4,116,282,165.5,1728.99444444444
"581","SPIALB",2020,"SH","4B",-74.02507,45.932675,4,120,275,154.5,1694.82222222222
"582","SPIALB",2020,"SH","7",-74.02507,45.932675,4,124,282,158.5,1706.90833333333
"583","SPIALB",2020,"SH","7A",-74.02507,45.932675,8,133,293,160,1727.46388888889
"584","SPIALB",2020,"SH","7B",-74.02507,45.932675,8,133,275,142,1647.43611111111
"585","SPIALB",2020,"SH","8",-74.02507,45.932675,4,120,275,154.5,1694.82222222222
"586","SPIALB",2020,"SH","9A",-74.02507,45.932675,4,130,282,151.5,1690.74444444444
"587","SPIALB",2020,"SH","9B",-74.02507,45.932675,4,122,268,146,1615.92222222222
"588","SPIALB",2020,"WM","2A",-71.230138,44.112337,4,122,282,160,1722.17222222222
"589","SPIALB",2020,"WM","2B",-71.230138,44.112337,11,133,293,160,1727.46388888889
"590","SPIALB",2020,"WM","2B",-71.230138,44.112337,4,126,275,149,1664.87777777777
"591","SPIALB",2020,"WM","4A",-71.230138,44.112337,11,133,293,160,1727.46388888889
"592","SPIALB",2020,"WM","4B",-71.230138,44.112337,11,133,293,160,1727.46388888889
"593","SPIALB",2020,"WM","4C",-71.230138,44.112337,11,133,293,160,1727.46388888889
"594","SPIALB",2020,"WM","5",-71.230138,44.112337,11,133,268,135,1574.575
"595","SPIALB",2020,"WM","7A",-71.230138,44.112337,4,120,275,154.5,1694.82222222222
"596","SPIALB",2020,"WM","7A",-71.230138,44.112337,8,122,248,126,1457.53333333334
"597","SPIALB",2020,"WM","7B",-71.230138,44.112337,4,124,282,158.5,1706.90833333333
"598","SPIALB",2020,"WM","7B",-71.230138,44.112337,8,133,255,122,1495.79722222223
"599","SPITOM",2018,"GR","1",-71.146683,44.794942,8,124,263,139,1539.00277777777
"600","SPITOM",2018,"GR","1A",-71.146683,44.794942,11,124,263,139,1539.00277777777
"601","SPITOM",2018,"HF","13",-72.18992,42.531705,8,124,263,139,1539.00277777777
"602","SPITOM",2018,"HF","4",-72.18992,42.531705,8,124,260,136,1513.66944444444
"603","SPITOM",2018,"HF","6B",-72.18992,42.531705,8,124,268,144,1564.92777777777
"604","SPITOM",2018,"HF","9A",-72.18992,42.531705,8,121,263,142,1581.30277777777
"605","SPITOM",2018,"SH","9",-74.02507,45.932675,4,124,260,136,1513.66944444444
"606","SPITOM",2018,"SH","99",-74.02507,45.932675,4,124,268,144,1564.92777777777
"607","SPITOM",2018,"SH","99B",-74.02507,45.932675,11,124,268,144,1564.92777777777
"608","SPITOM",2018,"SH","99C",-74.02507,45.932675,11,124,274,150,1605.81666666666
"609","SPITOM",2018,"SH","99E",-74.02507,45.932675,11,124,281,157,1643.525
"610","SPITOM",2018,"SH","99F",-74.02507,45.932675,11,124,268,144,1564.92777777777
"611","SPITOM",2018,"WM","4A",-71.230138,44.112337,8,124,263,139,1539.00277777777
"612","SPITOM",2018,"WM","4B",-71.230138,44.112337,8,124,268,144,1564.92777777777
"613","SPITOM",2018,"WM","5",-71.230138,44.112337,8,124,268,144,1564.92777777777
"614","SPITOM",2018,"WM","5A",-71.230138,44.112337,4,124,268,144,1564.92777777777
"615","SPITOM",2018,"WM","5B",-71.230138,44.112337,4,124,260,136,1513.66944444444
"616","SPITOM",2018,"WM","5C",-71.230138,44.112337,4,124,281,157,1643.525
"617","SPITOM",2018,"WM","5E",-71.230138,44.112337,4,124,288,164,1684.76388888889
"618","SPITOM",2019,"GR","1",-71.146683,44.794942,8,119,240,121,1216.84722222222
"619","SPITOM",2019,"GR","1A",-71.146683,44.794942,11,119,240,121,1216.84722222222
"620","SPITOM",2019,"GR","1B",-71.146683,44.794942,11,115,240,125,1222.28888888889
"621","SPITOM",2019,"GR","2B",-71.146683,44.794942,8,112,240,128,1230.12222222222
"622","SPITOM",2019,"GR","2C",-71.146683,44.794942,8,119,245,126,1269.17777777778
"623","SPITOM",2019,"GR","2D",-71.146683,44.794942,8,119,240,121,1216.84722222222
"624","SPITOM",2019,"HF","13",-72.18992,42.531705,8,119,240,121,1216.84722222222
"625","SPITOM",2019,"HF","4",-72.18992,42.531705,8,119,240,121,1216.84722222222
"626","SPITOM",2019,"HF","5",-72.18992,42.531705,11,150,240,90,1085.43611111111
"627","SPITOM",2019,"HF","6",-72.18992,42.531705,11,155,240,85,1053.225
"628","SPITOM",2019,"HF","6A",-72.18992,42.531705,8,115,240,125,1222.28888888889
"629","SPITOM",2019,"HF","6B",-72.18992,42.531705,8,119,240,121,1216.84722222222
"630","SPITOM",2019,"HF","9A",-72.18992,42.531705,8,119,240,121,1216.84722222222
"631","SPITOM",2019,"HF","9B",-72.18992,42.531705,8,119,240,121,1216.84722222222
"632","SPITOM",2019,"SH","9",-74.02507,45.932675,4,119,245,126,1269.17777777778
"633","SPITOM",2019,"SH","99",-74.02507,45.932675,4,119,240,121,1216.84722222222
"634","SPITOM",2019,"SH","99B",-74.02507,45.932675,11,119,240,121,1216.84722222222
"635","SPITOM",2019,"SH","99C",-74.02507,45.932675,11,119,240,121,1216.84722222222
"636","SPITOM",2019,"SH","99D",-74.02507,45.932675,11,119,240,121,1216.84722222222
"637","SPITOM",2019,"SH","99E",-74.02507,45.932675,11,119,240,121,1216.84722222222
"638","SPITOM",2019,"SH","99F",-74.02507,45.932675,11,135,240,105,1179.87222222222
"639","SPITOM",2019,"WM","4A",-71.230138,44.112337,8,115,240,125,1222.28888888889
"640","SPITOM",2019,"WM","4B",-71.230138,44.112337,8,115,240,125,1222.28888888889
"641","SPITOM",2019,"WM","5",-71.230138,44.112337,8,115,240,125,1222.28888888889
"642","SPITOM",2019,"WM","5A",-71.230138,44.112337,4,115,240,125,1222.28888888889
"643","SPITOM",2019,"WM","5B",-71.230138,44.112337,4,115,240,125,1222.28888888889
"644","SPITOM",2019,"WM","5D",-71.230138,44.112337,4,119,240,121,1216.84722222222
"645","SPITOM",2019,"WM","5E",-71.230138,44.112337,4,119,240,121,1216.84722222222
"646","SPITOM",2020,"GR","1",-71.146683,44.794942,8,133,268,135,1574.575
"647","SPITOM",2020,"GR","1A",-71.146683,44.794942,11,133,255,122,1495.79722222223
"648","SPITOM",2020,"GR","1B",-71.146683,44.794942,11,133,255,122,1495.79722222223
"649","SPITOM",2020,"GR","2B",-71.146683,44.794942,8,126,248,122,1433.62777777778
"650","SPITOM",2020,"GR","2C",-71.146683,44.794942,8,133,248,115,1416.18611111112
"651","SPITOM",2020,"GR","2D",-71.146683,44.794942,8,133,248,115,1416.18611111112
"652","SPITOM",2020,"HF","13",-72.18992,42.531705,8,133,293,160,1727.46388888889
"653","SPITOM",2020,"HF","4",-72.18992,42.531705,8,133,255,122,1495.79722222223
"654","SPITOM",2020,"HF","6",-72.18992,42.531705,11,133,255,122,1495.79722222223
"655","SPITOM",2020,"HF","6A",-72.18992,42.531705,8,126,248,122,1433.62777777778
"656","SPITOM",2020,"HF","6B",-72.18992,42.531705,8,133,293,160,1727.46388888889
"657","SPITOM",2020,"HF","9A",-72.18992,42.531705,8,133,275,142,1647.43611111111
"658","SPITOM",2020,"HF","9B",-72.18992,42.531705,8,133,255,122,1495.79722222223
"659","SPITOM",2020,"SH","9",-74.02507,45.932675,4,130,282,151.5,1690.74444444444
"660","SPITOM",2020,"SH","99",-74.02507,45.932675,4,135,275,140,1638.34166666666
"661","SPITOM",2020,"SH","99B",-74.02507,45.932675,11,133,255,122,1495.79722222223
"662","SPITOM",2020,"SH","99C",-74.02507,45.932675,11,133,275,142,1647.43611111111
"663","SPITOM",2020,"SH","99D",-74.02507,45.932675,11,133,255,122,1495.79722222223
"664","SPITOM",2020,"SH","99E",-74.02507,45.932675,11,133,248,115,1416.18611111112
"665","SPITOM",2020,"SH","99F",-74.02507,45.932675,11,133,248,115,1416.18611111112
"666","SPITOM",2020,"WM","4A",-71.230138,44.112337,8,124,255,131.5,1521.88055555556
"667","SPITOM",2020,"WM","4B",-71.230138,44.112337,8,133,255,122,1495.79722222223
"668","SPITOM",2020,"WM","5",-71.230138,44.112337,8,133,275,142,1647.43611111111
"669","SPITOM",2020,"WM","5A",-71.230138,44.112337,4,130,263,132.5,1556.68888888889
"670","SPITOM",2020,"WM","5B",-71.230138,44.112337,4,133,282,149,1680.825
"671","SPITOM",2020,"WM","5D",-71.230138,44.112337,4,124,275,151.5,1673.51944444444
"672","SPITOM",2020,"WM","5E",-71.230138,44.112337,4,119,275,156,1695.60555555555
"673","VACMYR",2018,"WM","5",-71.230138,44.112337,13,131,242,111,1273.74166666667
"674","VACMYR",2019,"WM","5",-71.230138,44.112337,13,147,249,102,1181.19166666666
"675","VIBCAS",2018,"GR","10",-71.146683,44.794942,4,124,297,173,1701.50833333333
"676","VIBCAS",2018,"GR","12A",-71.146683,44.794942,4,124,281,157,1643.525
"677","VIBCAS",2018,"GR","12B",-71.146683,44.794942,4,124,297,173,1701.50833333333
"678","VIBCAS",2018,"GR","12B",-71.146683,44.794942,8,121,297,176,1743.80833333333
"679","VIBCAS",2018,"GR","3",-71.146683,44.794942,14,135,311,176,1664.69444444445
"680","VIBCAS",2018,"HF","7A",-72.18992,42.531705,14,135,253,118,1376.36388888889
"681","VIBCAS",2018,"SH","1",-74.02507,45.932675,4,121,288,167,1727.06388888889
"682","VIBCAS",2018,"SH","1A",-74.02507,45.932675,8,121,297,176,1743.80833333333
"683","VIBCAS",2018,"SH","1B",-74.02507,45.932675,8,128,268,140,1541.89444444444
"684","VIBCAS",2018,"SH","5",-74.02507,45.932675,4,124,253,129,1438.41944444444
"685","VIBCAS",2018,"SH","5A",-74.02507,45.932675,8,124,288,164,1684.76388888889
"686","VIBCAS",2018,"SH","5C",-74.02507,45.932675,8,124,263,139,1539.00277777777
"687","VIBCAS",2018,"SH","9",-74.02507,45.932675,11,124,274,150,1605.81666666666
"688","VIBCAS",2018,"WM","10",-71.230138,44.112337,11,121,263,142,1581.30277777777
"689","VIBCAS",2018,"WM","7",-71.230138,44.112337,14,135,297,162,1639.45277777778
"690","VIBCAS",2018,"WM","9A",-71.230138,44.112337,11,124,297,173,1701.50833333333
"691","VIBCAS",2018,"WM","9A",-71.230138,44.112337,8,124,297,173,1701.50833333333
"692","VIBCAS",2018,"WM","9B",-71.230138,44.112337,11,124,268,144,1564.92777777777
"693","VIBCAS",2018,"WM","9B",-71.230138,44.112337,8,124,288,164,1684.76388888889
"694","VIBCAS",2019,"GR","10",-71.146683,44.794942,11,115,232,117,1141.525
"695","VIBCAS",2019,"GR","10",-71.146683,44.794942,4,115,232,117,1141.525
"696","VIBCAS",2019,"GR","12A",-71.146683,44.794942,4,115,253,138,1340.98055555556
"697","VIBCAS",2019,"GR","12A",-71.146683,44.794942,8,112,240,128,1230.12222222222
"698","VIBCAS",2019,"GR","12B",-71.146683,44.794942,4,115,240,125,1222.28888888889
"699","VIBCAS",2019,"GR","12B",-71.146683,44.794942,8,112,245,133,1282.45277777778
"700","VIBCAS",2019,"GR","3",-71.146683,44.794942,14,115,245,130,1274.61944444445
"701","VIBCAS",2019,"GR","5",-71.146683,44.794942,8,112,245,133,1282.45277777778
"702","VIBCAS",2019,"GR","9",-71.146683,44.794942,4,112,240,128,1230.12222222222
"703","VIBCAS",2019,"HF","7A",-72.18992,42.531705,14,119,232,113,1136.08333333333
"704","VIBCAS",2019,"SH","1",-74.02507,45.932675,4,115,240,125,1222.28888888889
"705","VIBCAS",2019,"SH","1A",-74.02507,45.932675,8,112,245,133,1282.45277777778
"706","VIBCAS",2019,"SH","1B",-74.02507,45.932675,8,115,232,117,1141.525
"707","VIBCAS",2019,"SH","5",-74.02507,45.932675,4,112,240,128,1230.12222222222
"708","VIBCAS",2019,"SH","5A",-74.02507,45.932675,8,115,232,117,1141.525
"709","VIBCAS",2019,"SH","5B",-74.02507,45.932675,8,112,245,133,1282.45277777778
"710","VIBCAS",2019,"SH","9",-74.02507,45.932675,11,119,245,126,1269.17777777778
"711","VIBCAS",2019,"WM","10",-71.230138,44.112337,11,112,232,120,1149.35833333333
"712","VIBCAS",2019,"WM","4",-71.230138,44.112337,11,112,232,120,1149.35833333333
"713","VIBCAS",2019,"WM","4",-71.230138,44.112337,4,115,267,152,1458.98888888889
"714","VIBCAS",2019,"WM","4",-71.230138,44.112337,8,115,245,130,1274.61944444445
"715","VIBCAS",2019,"WM","7",-71.230138,44.112337,14,119,263,144,1404.72222222222
"716","VIBCAS",2019,"WM","9A",-71.230138,44.112337,11,119,232,113,1136.08333333333
"717","VIBCAS",2019,"WM","9A",-71.230138,44.112337,8,112,240,128,1230.12222222222
"718","VIBCAS",2019,"WM","9B",-71.230138,44.112337,11,112,232,120,1149.35833333333
"719","VIBCAS",2019,"WM","9B",-71.230138,44.112337,8,114,240,126.5,1224.38611111111
"720","VIBCAS",2020,"GR","10",-71.146683,44.794942,11,133,268,135,1574.575
"721","VIBCAS",2020,"GR","10",-71.146683,44.794942,4,124,241,117.5,1371.15833333333
"722","VIBCAS",2020,"GR","12A",-71.146683,44.794942,4,120,220,99.5,1095.17777777778
"723","VIBCAS",2020,"GR","12A",-71.146683,44.794942,8,122,248,126,1457.53333333334
"724","VIBCAS",2020,"GR","12B",-71.146683,44.794942,4,122,241,119,1386.42222222222
"725","VIBCAS",2020,"GR","12B",-71.146683,44.794942,8,133,255,122,1495.79722222223
"726","VIBCAS",2020,"GR","3",-71.146683,44.794942,14,133,275,142,1647.43611111111
"727","VIBCAS",2020,"GR","5",-71.146683,44.794942,8,133,229,96,1192.46666666667
"728","VIBCAS",2020,"GR","9",-71.146683,44.794942,4,126,229,103,1209.90833333333
"729","VIBCAS",2020,"HF","7A",-72.18992,42.531705,14,133,293,160,1727.46388888889
"730","VIBCAS",2020,"SH","1",-74.02507,45.932675,4,122,301,179,1801.00555555556
"731","VIBCAS",2020,"SH","1A",-74.02507,45.932675,8,108,248,140,1474.15277777778
"732","VIBCAS",2020,"SH","1B",-74.02507,45.932675,8,133,263,130,1546.76944444445
"733","VIBCAS",2020,"SH","5",-74.02507,45.932675,4,126,301,175,1777.1
"734","VIBCAS",2020,"SH","5A",-74.02507,45.932675,8,126,293,167,1744.90555555555
"735","VIBCAS",2020,"SH","5B",-74.02507,45.932675,8,128,268,140.5,1586.73611111111
"736","VIBCAS",2020,"SH","5C",-74.02507,45.932675,8,130,293,162.5,1737.38333333333
"737","VIBCAS",2020,"SH","9",-74.02507,45.932675,11,133,268,135,1574.575
"738","VIBCAS",2020,"WM","10",-71.230138,44.112337,11,133,268,135,1574.575
"739","VIBCAS",2020,"WM","4",-71.230138,44.112337,11,133,268,135,1574.575
"740","VIBCAS",2020,"WM","4",-71.230138,44.112337,4,124,220,96.5,1073.875
"741","VIBCAS",2020,"WM","4",-71.230138,44.112337,8,124,268,144.5,1600.65833333333
"742","VIBCAS",2020,"WM","7",-71.230138,44.112337,14,133,275,142,1647.43611111111
"743","VIBCAS",2020,"WM","9A",-71.230138,44.112337,11,133,275,142,1647.43611111111
"744","VIBCAS",2020,"WM","9A",-71.230138,44.112337,8,133,275,142,1647.43611111111
"745","VIBCAS",2020,"WM","9B",-71.230138,44.112337,11,133,268,135,1574.575
"746","VIBCAS",2020,"WM","9B",-71.230138,44.112337,8,133,275,142,1647.43611111111
